,Symbol,Stock Name,Country,Market Price,Day Price Range,PE Ratio,marketCap,Dividend Yield,52 Week Low Price Range Change,52 Week High Price Range Change,3 Month Average Daily Volume,52 Week Price Range,priceEpsCurrentYear
17,CPYYY,,us_market,2.85,2.8498 - 2.88,5.745968,4254251776,0.054827582,0.9256756,-0.30487806,19071,1.48 - 4.1,
18,EBCOY,,us_market,18.57,18.57 - 18.57,16.707151,3615244800,0.035561357,1.5230976,-0.07150002,4223,7.36 - 20.0,
19,ERMAY,Eramet,us_market,7.588,7.57 - 7.7,8.781391,2027354240,0.3746853,2.4490907,-0.014545454,24111,2.2 - 7.7,
20,9695.T,,jp_market,260.0,258.0 - 269.0,,2324353280,,0.26213592,-0.28767124,20391,206.0 - 365.0,
21,5697.T,,jp_market,380.0,370.0 - 397.0,,2296910080,0.020100502,0.6450216,-0.11214953,11188,231.0 - 428.0,
22,9835.T,,jp_market,808.0,803.0 - 814.0,66.76031,6516649472,0.012285012,1.6491803,-0.34255493,23310,305.0 - 1229.0,
23,1NS.F,,dr_market,0.456,0.416 - 0.456,,1931839488,,0.62857145,-0.042016827,4211,0.28 - 0.476,
24,9760.T,,jp_market,473.0,470.0 - 473.0,,9009277952,0.031712472,0.25132275,-0.1598579,20770,378.0 - 563.0,
0,SIA1.F,,dr_market,2.7,2.7 - 2.74,9.540636,8005419008,0.10182482,0.35000002,-0.30589205,6555,2.0 - 3.889885,
1,5368.T,,jp_market,1044.0,1025.0 - 1044.0,8.482287,9072130048,0.033621516,0.6111111,-0.118987344,13838,648.0 - 1185.0,
2,4735.T,,jp_market,509.0,509.0 - 513.0,9.66578,3962941696,0.037878193,0.12610619,-0.39041916,2770,452.0 - 835.0,
3,7305.T,,jp_market,1433.0,1412.0 - 1435.0,7.5483427,7981021696,0.045968883,0.5491892,-0.0013937282,14278,925.0 - 1435.0,
4,CNPPF,,us_market,0.61,0.61 - 0.61,,2320397312,,0.22000003,-0.44545454,189,0.5 - 1.1,
5,ESBA,Empire State Realty OP,us_market,9.82,9.69 - 9.85,24.987276,2825253120,0.043749996,0.8921001,-0.25774753,8606,5.19 - 13.23,
6,FAB.L,,gb_market,125.0,122.0 - 129.0,,31952500,,146.05882,-0.50980395,47944,0.85 - 255.0,
7,FBASF,Fibra Uno Administracion,us_market,1.1869,1.1869 - 1.1869,7.9126663,4684432896,0.09015081,0.919308,-0.30182353,86081,0.6184 - 1.7,
8,9272.T,,jp_market,2688.0,2655.0 - 2812.0,41.9384,6714543104,,2.4155018,-0.16,3361,787.0 - 3200.0,
9,2798.T,,jp_market,1945.0,1915.0 - 1984.0,,5175100416,,0.38730386,-0.24023438,3361,1402.0 - 2560.0,
10,7551.T,,jp_market,515.0,515.0 - 521.0,9.660477,8259673088,0.0483559,0.34464753,-0.15296052,14361,383.0 - 608.0,
11,1814.T,,jp_market,912.0,890.0 - 912.0,5.7999034,9571622912,0.06718925,0.37556562,-0.044025157,14020,663.0 - 954.0,
12,BMCLF,BAIC Motor,us_market,0.3992,0.376 - 0.3992,,5105488384,,0.18106507,-0.13217394,55127,0.338 - 0.46,
13,GBMB.F,,dr_market,11.8,11.4 - 11.8,,2341344256,,2.5975611,-0.64457834,6381,3.28 - 33.2,
14,7CI.F,,dr_market,9.896,9.5 - 10.164,34.480835,3595424512,,1.5374358,-0.32762605,6102,3.9 - 14.718,
15,HSQVY,Husqvarna,us_market,25.07,24.67 - 25.21,29.083527,7147181056,0.010209846,2.486787,-0.092652895,5810,7.19 - 27.63,
16,4OQ1.F,,dr_market,13.356,13.2 - 13.528,,7344263680,0.117293224,1.2021434,-0.24113639,335,6.065 - 17.6,
17,RE.L,,gb_market,58.5,57.0 - 58.2,,25633530,,1.34,-0.60338986,62003,25.0 - 147.5,
18,5923.T,,jp_market,2611.0,2611.0 - 2625.0,4.5390935,5751641600,0.017175572,0.25891995,-0.054328144,2306,2074.0 - 2761.0,
19,SRG-PA,,us_market,20.9,20.4001 - 21.3,,2027738880,0.0,1.0193236,-0.20229012,13055,10.35 - 26.2,
20,9959.T,,jp_market,531.0,527.0 - 535.0,20.22703,6573885952,0.034351144,0.57100594,-0.13658537,5638,338.0 - 615.0,
21,6155.T,,jp_market,826.0,807.0 - 830.0,35.757576,9007777792,0.02366864,0.72083336,-0.03504673,10150,480.0 - 856.0,
22,FA.L,,gb_market,17.0,16.03 - 17.45,,21515032,0.0,0.8888889,-0.36802974,139159,9.0 - 26.9,
23,0ROG.L,,gb_market,60.1,59.95 - 60.5,23.531715,2961451520,0.029801322,0.0025020468,-0.0066115954,,59.95 - 60.5,
24,AADV.L,,gb_market,79.5,79.5 - 79.5,,73168936,0.0005769231,0.1438849,-0.0124223605,4455,69.5 - 80.5,
0,QTS-PA,,us_market,26.8712,26.73 - 26.99,,2979962368,0.06994048,0.5354972,-0.09737319,9958,17.5 - 29.77,
1,0UC3.L,,gb_market,26.6,25.638 - 26.828,,5627123712,,0.037522424,-0.008498536,,25.638 - 26.828,
2,7875.T,,jp_market,649.0,630.0 - 650.0,,5275883008,0.030721966,0.29540917,-0.07285714,3370,501.0 - 700.0,
3,3598.T,,jp_market,167.0,166.0 - 169.0,,2366089472,0.012048192,0.12837838,-0.34765625,18563,148.0 - 256.0,
4,1850.T,,jp_market,309.0,308.0 - 316.0,48.676746,8908067840,,0.4372093,-0.13202247,18195,215.0 - 356.0,
5,3896.T,,jp_market,450.0,450.0 - 459.0,,4490433024,0.0076923077,0.30813953,-0.24749164,25291,344.0 - 598.0,
6,SYV.F,,dr_market,36.975,32.8 - 37.185,,4434337792,,8.339479,-0.19706842,5090,3.959 - 46.05,
7,OB8.F,,dr_market,0.045,0.045 - 0.045,,5754015232,,2.4615386,-0.4,614,0.013 - 0.075,
8,I10.F,,dr_market,4.916,4.916 - 4.916,9.91129,4053767680,0.051675417,0.21532752,-0.19594373,335,4.045 - 6.114,
9,JGC.L,,gb_market,277.0,270.0 - 272.968,,52073232,8.66426e-05,0.8716216,-0.07472357,25096,148.0 - 299.37,
10,2762.T,,jp_market,255.0,255.0 - 260.0,,4035757568,,0.22596154,-0.35929647,11646,208.0 - 398.0,
11,3344.T,,jp_market,591.0,590.0 - 607.0,3.87602,4465200128,,0.3340858,-0.3047059,12000,443.0 - 850.0,
12,7561.T,,jp_market,901.0,901.0 - 909.0,10.09422,8295939584,0.019911505,0.047674417,-0.29277864,9210,860.0 - 1274.0,
13,2481.T,,jp_market,412.0,411.0 - 416.0,98.89583,2274499584,,0.30793652,-0.28965518,211948,315.0 - 580.0,
14,9930.T,,jp_market,267.0,266.0 - 267.0,,4963717120,0.018796992,0.27751195,-0.21470588,12146,209.0 - 340.0,
15,SITC-PA,,us_market,25.25,25.101 - 25.37,319.62024,2390670080,0.009846397,1.6329509,-0.076782465,12729,9.59 - 27.35,
16,NSA-PA,,us_market,26.05,26.0345 - 26.05,54.726887,2628444928,0.05109489,0.6085211,-0.04961695,13641,16.195 - 27.41,
17,2E5.F,,dr_market,0.068,0.068 - 0.068,2.5185187,2625853952,0.072992705,0.17241389,-0.39285713,1112,0.058 - 0.112,
18,2186.T,,jp_market,947.0,942.0 - 960.0,21.913181,7450314240,0.048066877,0.3375706,-0.2224959,5938,708.0 - 1218.0,
19,8230.T,,jp_market,293.0,289.0 - 293.0,,5314522112,0.012798634,0.16269842,-0.2905569,11021,252.0 - 413.0,
20,7063.T,,jp_market,1961.0,1940.0 - 1996.0,,4954270208,,0.56754595,-0.5274699,14753,1251.0 - 4150.0,
21,WTFCM,,us_market,26.51,26.46 - 26.75,5.6645303,3758826240,0.04206573,0.9978898,-0.13280992,6216,13.269 - 30.57,
22,0F0J.L,,gb_market,17.4,17.14 - 17.48,14.745763,3210334720,0.040983606,0.015169209,-0.0045766546,,17.14 - 17.48,
23,SF-PB,,us_market,26.91,26.89 - 27.14,6.46875,4100464896,0.016580693,1.1614459,-0.03858521,8033,12.45 - 27.99,
24,9679.T,,jp_market,3060.0,3060.0 - 3060.0,9.61874,4272739328,0.01633987,0.39027715,-0.039246466,338,2201.0 - 3185.0,
0,6912.T,,jp_market,851.0,850.0 - 870.0,21.313898,7041897472,0.02640643,0.39508197,-0.18408437,20521,610.0 - 1043.0,
1,3512.T,,jp_market,443.0,443.0 - 446.0,43.70129,8425461248,0.029082773,0.29912025,-0.11576846,12783,341.0 - 501.0,
2,2789.T,,jp_market,456.0,453.0 - 459.0,,2739356160,0.021978023,0.30285713,-0.09343936,3571,350.0 - 503.0,
3,BJWTF,Beijing Enterprises Water,us_market,0.39,0.39 - 0.39,6.724138,4058456832,0.056410257,0.010362638,-0.14473687,8910,0.386 - 0.456,
4,FMCKI,,us_market,4.55,4.51 - 4.69,413.63638,3427656192,,0.21333338,-0.5565302,78844,3.75 - 10.26,
5,TRTN-PA,,us_market,27.65,27.511 - 27.65,6.6466346,2509353472,0.07839529,1.765,-0.052757826,8248,10.0 - 29.19,
6,1ZB.F,,dr_market,27.44,23.81 - 27.44,,4403983360,,8.942029,-0.25697264,7248,2.76 - 36.93,
7,DXSPF,Dexus,us_market,6.64,6.64 - 6.83,,7209512448,,0.48545864,-0.25393257,858,4.47 - 8.9,
8,SPKKY,,us_market,17.0,16.55 - 17.01,23.61111,6170353664,0.009014656,0.72064775,-0.040090296,22515,9.88 - 17.71,
9,7847.T,,jp_market,502.0,501.0 - 510.0,5.3070025,3246203136,0.009920635,0.67892975,-0.043809526,9388,299.0 - 525.0,
10,5287.T,,jp_market,1060.0,1051.0 - 1077.0,,3165255424,,0.41333333,-0.37975425,12120,750.0 - 1709.0,
11,6373.T,,jp_market,771.0,770.0 - 780.0,,8414077440,0.019181585,0.4043716,-0.03625,10890,549.0 - 800.0,
12,A1G.F,,dr_market,15.48,14.508 - 15.48,,9882431488,0.00688326,1.0116957,-0.38412574,8433,7.695 - 25.135,
13,2UH.F,,dr_market,12.6,12.4 - 12.6,,6339954688,,2.2142859,-0.17105259,123,3.92 - 15.2,
14,TCCPY,TechnoPro,us_market,15.66,15.56 - 15.82,,2735661056,,1.1393442,-0.1319291,32186,7.32 - 18.04,
15,FMCCS,,us_market,8.5,8.35 - 8.7,772.7273,3753548800,,0.21255346,-0.5208568,4611,7.01 - 17.74,
16,GSHHY,,us_market,9.7,9.58 - 9.8,,2155145984,,0.20198268,-0.2761194,16253,8.07 - 13.4,
17,4929.T,,jp_market,1086.0,1080.0 - 1088.0,,8676922368,0.022222223,0.2627907,-0.124899276,10888,860.0 - 1241.0,
18,9360.T,,jp_market,2100.0,2089.0 - 2156.0,26.17899,6178305024,0.0057790107,2.3925686,-0.5890411,24525,619.0 - 5110.0,
19,5285.T,,jp_market,496.0,482.0 - 496.0,6.717954,2454604800,0.024390243,0.9239722,-0.20893142,9168,257.8 - 627.0,
20,CGP.F,,dr_market,0.102,0.082 - 0.102,3.090909,1587976832,,0.522388,-0.064220175,1802,0.067 - 0.109,
21,4840.T,,jp_market,349.0,347.0 - 351.0,1292.5925,2584728832,0.034285713,0.52401745,-0.17882353,13915,229.0 - 425.0,
22,ANZFF,Air New Zealand,us_market,1.15,1.15 - 1.15,4.8728814,2454870272,0.13130434,1.3,-0.47727275,12826,0.5 - 2.2,
23,VTSYF,Vitasoy Intl,us_market,4.635,4.53 - 4.74,55.178574,4923621888,0.009698276,0.5553692,-0.022151804,9728,2.98 - 4.74,
24,LTCN,,us_market,311.01,311.01 - 334.0,,3854160384,,12.522174,-0.39017645,5150,23.0 - 510.0,
0,7083.T,,jp_market,1368.0,1364.0 - 1398.0,26.982248,2857683712,,0.32815534,-0.62520546,7275,1030.0 - 3650.0,
1,ELCO.L,,gb_market,98.0,97.1 - 98.44,28.0,80815312,0.0,1.2272727,-0.06976743,41197,44.0 - 105.35,
2,OIBRQ,,us_market,0.465,0.406 - 0.465,0.014780674,2240913920,,3.227273,-0.5255102,33055,0.11 - 0.98,
3,SIPF.F,,dr_market,2.78,2.78 - 2.78,7.393617,9449748480,0.05839161,0.7160494,-0.04794524,233,1.62 - 2.92,
4,YZCA.F,,dr_market,0.7,0.7 - 0.7,3.0434783,4951898112,0.1057971,0.32075477,-0.09677418,1572,0.53 - 0.775,
5,7235.T,,jp_market,517.0,514.0 - 519.0,,7438544384,0.014450867,0.086134456,-0.4171364,16641,476.0 - 887.0,
6,6091.T,,jp_market,447.0,445.0 - 450.0,17.267355,6689623040,0.033407573,0.53608245,-0.16292135,26813,291.0 - 534.0,
7,2436.T,,jp_market,767.0,762.0 - 782.0,254.81728,3004400384,0.015564202,0.33391306,-0.3283713,9156,575.0 - 1142.0,
8,PLF.F,,dr_market,1.92,1.92 - 1.92,7.68,9782918144,0.045360822,0.24675325,-0.21311478,1393,1.54 - 2.44,
9,FLTA.L,,gb_market,113.5,110.0 - 116.0,,33026458,0.0,1.7023809,-0.290625,15910,42.0 - 160.0,
10,NPSKY,,us_market,20.22,20.22 - 20.22,8.186234,4842103808,0.018397627,1.0039642,-0.01027905,661,10.09 - 20.43,
11,6356.T,,jp_market,309.0,309.0 - 312.0,11.279842,4399511040,0.012903226,0.47142857,-0.19948186,15701,210.0 - 386.0,
12,7800.T,,jp_market,698.0,696.0 - 708.0,12.5639,2251049984,,0.64235294,-0.25506938,12501,425.0 - 937.0,
13,8NI.F,,dr_market,17.685,16.2 - 17.875,,6785132544,,0.5932431,-0.80777174,24787,11.1 - 92.0,
14,SDV.L,,gb_market,175.5,173.0 - 174.625,,36591748,0.0005222222,1.34,-0.14021163,47777,75.0 - 204.12,
15,HTCF.L,,gb_market,245.0,243.0 - 245.0,408.3333,56579076,,0.59090906,0.0,37805,154.0 - 245.0,
16,UEX.L,,gb_market,66.0,66.0 - 68.0,,47622960,0.0,1.3036649,-0.12,1735502,28.65 - 75.0,
17,REXR-PA,,us_market,25.39,25.28 - 25.39,49.980312,4228272640,0.03388495,0.5848938,-0.034233607,13988,16.02 - 26.29,
18,5199.T,,jp_market,3290.0,3210.0 - 3310.0,,4176424704,0.009146341,1.528824,-0.61157024,26865,1301.0 - 8470.0,
19,7640.T,,jp_market,352.0,351.0 - 354.0,11.480757,4253744128,0.021306818,0.8333333,-0.26359832,18705,192.0 - 478.0,
20,7087.T,,jp_market,790.0,789.0 - 816.0,8.361204,4954089984,0.037082817,0.54296875,-0.35772356,14575,512.0 - 1230.0,
21,6217.T,,jp_market,895.0,895.0 - 905.0,,5718915584,0.016666668,0.46962234,-0.1451767,11591,609.0 - 1047.0,
22,FMCCP,,us_market,8.9,8.65 - 9.0,809.0909,3532650240,,0.18508646,-0.53157896,4623,7.51 - 19.0,
23,TWO-PB,,us_market,24.7,24.63 - 24.74,,3343218944,0.020292208,2.697605,-0.106690735,25826,6.68 - 27.65,
24,BARK.L,,gb_market,20.5,19.36 - 22.0,,28074340,,114.16854,-0.42657343,14458,0.178 - 35.75,
0,3294.T,,jp_market,852.0,848.0 - 857.0,6.0233297,5378079744,,0.55191255,-0.026285714,7933,549.0 - 875.0,
1,7602.T,,jp_market,258.0,258.0 - 263.0,28.985508,5333272576,0.015209125,0.2964824,-0.29508197,18720,199.0 - 366.0,
2,9853.T,,jp_market,817.0,817.0 - 827.0,,4990628352,0.016949153,0.06797386,-0.24141133,2770,765.0 - 1077.0,
3,O2D.F,,dr_market,2.395,2.372 - 2.408,24.19192,7134058496,0.07133865,0.3776244,-0.1752755,20162,1.7385 - 2.904,
4,FHL.F,,dr_market,1.46,1.46 - 1.46,132.72728,967725952,,0.29203543,-0.49164343,3581,1.13 - 2.872,
5,7506.T,,jp_market,1698.0,1698.0 - 1708.0,24.76482,7984794112,0.02346041,0.17103449,-0.012790698,2618,1450.0 - 1720.0,
6,TRSWF,,us_market,16.859,16.59447 - 16.88716,32.35892,4381535744,0.04253911,1.2565919,-0.12192716,9715,7.471 - 19.2,
7,ARTL.L,,gb_market,161.0,157.0 - 157.08,27.75862,97380856,0.0002484472,0.288,-0.24027935,12654,125.0 - 211.92,
8,TKAMY,thyssenkrupp,us_market,13.535,13.51 - 13.68,902.3333,8449305088,0.013267627,0.35349998,-0.046830986,29918,10.0 - 14.2,
9,PRE-PI,,us_market,25.23,25.19 - 25.25,,2523000064,0.0,0.856157,-0.052572273,11106,13.5926 - 26.63,
10,4439.T,,jp_market,1110.0,1110.0 - 1130.0,13.534934,8140517888,0.0088495575,0.47606382,-0.30538172,12023,752.0 - 1598.0,
11,1828.T,,jp_market,862.0,855.0 - 865.0,5.0650167,9224175616,0.03504673,0.5017422,-0.05378705,8995,574.0 - 911.0,
12,4492.T,,jp_market,1859.0,1854.0 - 1870.0,20.874506,3357353984,0.0018817204,0.84059405,-0.41356468,7930,1010.0 - 3170.0,
13,PBTHF,Pointsbet,us_market,13.05,12.88 - 13.25,,2049202432,,0.4340659,-0.12999998,10712,9.1 - 15.0,
14,9BM.F,,dr_market,0.159,0.159 - 0.159,3.2448978,3403728896,0.038674034,0.11971823,-0.39312977,369,0.142 - 0.262,
15,SHA.F,,dr_market,6.74,6.71 - 6.815,,4525471744,0.06807867,0.607441,-0.24843895,7327,4.193 - 8.968,
16,9322.T,,jp_market,1186.0,1186.0 - 1197.0,19.350628,9025839104,0.01,0.6180082,-0.01983471,2533,733.0 - 1210.0,
17,SLG-PI,,us_market,25.25,25.25 - 25.4005,5.1858697,7331868160,0.116456695,0.39966732,-0.051465094,17910,18.04 - 26.62,
18,8LV.F,,dr_market,16.438,15.6 - 17.78,,2427218688,,3.3951871,-0.2389815,9252,3.74 - 21.6,
19,CBGPY,Close Brothers,us_market,44.5799,43.41 - 44.63,12.60031,3271754496,0.018888932,0.17377302,-0.07778447,6628,37.98 - 48.34,
20,PRE-PG,,us_market,25.18,25.18 - 25.2599,,2518000128,0.0,0.7187714,-0.0414922,7322,14.65 - 26.27,
21,1739.T,,jp_market,633.0,632.0 - 644.0,62.95375,3852640512,,0.32983193,-0.3258786,11790,476.0 - 939.0,
22,XSG.L,,gb_market,274.0,260.0 - 282.0,,54638064,,6.8285713,-0.16969697,51502,35.0 - 330.0,
23,AGLNF,AGL Energy,us_market,7.8,7.8 - 7.8,4.3673015,4885607936,0.10273159,0.0,-0.4464159,466,7.8 - 14.09,
24,FMCKM,,us_market,4.5,4.5 - 4.55,409.0909,3620623360,,0.23287667,-0.5477387,191211,3.65 - 9.95,
0,CNVAF,,us_market,10.0,10.0 - 10.14,,3514790144,,3.0,-0.01380674,154,2.5 - 10.14,
1,5956.T,,jp_market,537.0,528.0 - 542.0,7.039761,4782076416,0.018867925,0.45135134,-0.03068592,5653,370.0 - 554.0,
2,3376.T,,jp_market,470.0,466.0 - 474.0,,2271237376,0.014830508,0.11904762,-0.3958869,11255,420.0 - 778.0,
3,3238.T,,jp_market,344.0,337.0 - 344.0,5.189476,2662546176,0.034582134,0.49565217,-0.12911393,12681,230.0 - 395.0,
4,AEND.F,,dr_market,3.942,3.8 - 3.942,179.18181,7986294784,0.039640594,1.5204602,0.0,9676,1.564 - 3.942,5.6314287
5,S9P2.F,,dr_market,31.6,29.58 - 32.4,12.7368,5313919488,,6.9357104,-0.3409802,3129,3.982 - 47.95,
6,GXD.F,,dr_market,9.8,9.2 - 9.975,42.608696,7301823488,0.013785558,2.7404583,-0.017543878,2119,2.62 - 9.975,
7,HCL.F,,dr_market,5.0,4.6 - 5.0,,2695569920,0.0022601192,3.2016804,-0.26166567,8583,1.19 - 6.772,
8,ATQT.L,,gb_market,46.5,45.055 - 45.055,,91209280,,1.325,-0.05102041,123811,20.0 - 49.0,
9,ASMVY,,us_market,45.625,45.44 - 45.77,19.776768,6241454592,0.0070182136,0.25240186,-0.104338415,19977,36.43 - 50.94,
10,4172.T,,jp_market,3135.0,3115.0 - 3190.0,,6984779776,,0.062351745,-0.42896175,95362,2951.0 - 5490.0,
11,2300.T,,jp_market,538.0,534.0 - 538.0,12.585678,2830541824,0.020560747,0.5371429,-0.11513158,3556,350.0 - 608.0,
12,3241.T,,jp_market,342.0,342.0 - 347.0,8.380094,3879990016,0.039473683,0.70149255,-0.05,15538,201.0 - 360.0,
13,AMH-PD,,us_market,25.51,25.42 - 25.535,94.83272,8527125504,0.007852437,0.5229851,-0.03987654,33017,16.75 - 26.5695,
14,FNMAL,,us_market,8.6,8.45 - 9.0,2866.6667,6434477568,,0.10967747,-0.53613806,11998,7.75 - 18.54,
15,WTM,White Mountains Insurance,us_market,1219.68,1216.025 - 1219.68,5.37375,3783459840,0.000826378,0.9384307,0.0,15488,629.21 - 1219.68,67.76
16,SCRYY,SCOR,us_market,3.3,3.3 - 3.333,8.957654,6225845760,0.57926464,1.0245398,-0.1581633,27653,1.63 - 3.92,
17,SHS.F,,dr_market,0.282,0.282 - 0.282,11.75,2629692416,0.08098591,0.20512824,-0.101910844,131,0.234 - 0.314,
18,FMV.F,,dr_market,14.762,14.112 - 15.0,136.68518,3208756992,,3.100556,-0.31940988,21552,3.6 - 21.69,-210.88571
19,EQUEY,Equatorial Energia,us_market,4.32,4.11 - 4.49,3.4810636,4241950720,0.07470726,0.6615386,-0.5135135,11791,2.6 - 8.88,
20,EJTTF,easyJet,us_market,10.99,10.99 - 10.99,,5305862144,,1.0735848,-0.44494948,1456,5.3 - 19.8,
21,NBPS.L,,gb_market,109.0,109.05 - 109.05,0.66503966,53192652,0.0052293576,0.14736842,-0.022596814,65443,95.0 - 111.52,
22,3907.T,,jp_market,1220.0,1218.0 - 1234.0,218.91261,3466215168,,0.4698795,-0.26902336,10346,830.0 - 1669.0,
23,SIY.F,,dr_market,0.302,0.302 - 0.302,5.0333333,2235041536,0.040816326,0.8303029,-0.07926836,2063,0.165 - 0.328,
24,G7C.F,,dr_market,1.1,1.1 - 1.11,5.820106,2830509056,0.027272725,0.44736847,-0.34131733,133,0.76 - 1.67,
0,1JL.F,,dr_market,13.318,13.318 - 13.318,49.509293,4086894848,,0.4265209,-0.023320612,98,9.336 - 13.636,
1,TMLF.F,,dr_market,0.0285,0.0285 - 0.0285,,2974772992,,0.8387097,-0.17391302,136,0.0155 - 0.0345,
2,EVZ.F,,dr_market,6.55,6.0 - 6.55,18.34734,9367547904,0.09375,1.9111112,0.0,2247,2.25 - 6.55,
3,BSD.L,,gb_market,32.0,32.0 - 33.0,29.090908,41388800,,0.5977631,-0.28251117,11403,20.028 - 44.6,
4,3695.T,,jp_market,1735.0,1735.0 - 1792.0,16.166906,2829212416,0.03074201,0.8696121,-0.37589929,4043,928.0 - 2780.0,
5,FBPRN,,us_market,25.0,25.0 - 25.01,54.466232,2179192320,0.007993605,1.4038463,-0.16666667,1021,10.4 - 30.0,
6,6654.T,,jp_market,1271.0,1270.0 - 1280.0,27.6605,7271479808,,0.5239808,-0.10240113,14226,834.0 - 1416.0,
7,8298.T,,jp_market,513.0,505.0 - 513.0,12.617443,2874944256,0.00990099,0.7214765,-0.028409092,4801,298.0 - 528.0,
8,3293.T,,jp_market,1523.0,1514.0 - 1525.0,8.3389,6118073856,0.045901638,0.26916668,-0.12016176,2305,1200.0 - 1731.0,
9,WBRBY,Wienerberger,us_market,6.73,6.7 - 7.0,21.8933,3833408000,0.051703706,1.7925309,-0.08435373,4978,2.41 - 7.35,
10,GFSZY,,us_market,18.73,18.73 - 18.94,23.26708,5829956096,0.00681903,3.3659673,-0.011087697,34636,4.29 - 18.94,
11,MTNOY,,us_market,4.96,4.87 - 4.965,36.740738,8888717312,0.095842,2.1592355,-0.10307417,47478,1.57 - 5.53,
12,B4B3.DE,,de_market,12.8,12.3 - 13.0,7.7764277,3788748800,0.058333334,0.76308537,-0.0153846005,3754,7.26 - 13.0,
13,9193.T,,jp_market,587.0,585.0 - 596.0,,5838900736,0.03372681,0.037102472,-0.22763158,2318,566.0 - 760.0,
14,7872.T,,jp_market,650.0,650.0 - 654.0,,6908134912,0.041795667,0.27701375,-0.068767905,5573,509.0 - 698.0,
15,9268.T,,jp_market,870.0,855.0 - 873.0,9.010408,3837996288,0.044827588,0.392,-0.07249467,6573,625.0 - 938.0,
16,7688.T,,jp_market,1153.0,1110.0 - 1183.0,9.036333,2840530688,,0.1506986,-0.48755556,6676,1002.0 - 2250.0,
17,3094.T,,jp_market,767.0,766.0 - 777.0,10.408893,4857748480,0.010376135,1.2625369,-0.41360855,28721,339.0 - 1308.0,
18,3416.T,,jp_market,1093.0,1086.0 - 1106.0,,2462332160,,0.2010989,-0.37363896,8041,910.0 - 1745.0,
19,MIG.L,,gb_market,76.0,74.5 - 74.5,7.8350515,55769032,0.002368421,0.24590164,-0.14507805,4951,61.0 - 88.897,
20,6558.T,,jp_market,1034.0,1015.0 - 1049.0,,2324483584,,0.34285715,-0.4908912,6008,770.0 - 2031.0,
21,AU7A.F,,dr_market,5.0,4.64 - 5.0,6.1728396,4792659968,0.010337553,1.9761907,-0.009901027,296,1.68 - 5.05,
22,2483.T,,jp_market,1452.0,1452.0 - 1481.0,,4825112064,0.028649386,0.38285714,-0.19018404,9083,1050.0 - 1793.0,
23,3JDA.F,,dr_market,7.426,7.426 - 7.426,33.754547,6441030144,0.0108988155,0.77146953,-0.09106486,93,4.192 - 8.17,
24,STAG-PC,,us_market,25.4692,25.36 - 25.36,19.294847,3643572736,0.056782335,0.56830055,-0.04573999,8240,16.24 - 26.69,
0,SCS.L,,gb_market,209.0,204.5 - 219.0,,79446544,0.00053975906,0.6328125,-0.12184874,47557,128.0 - 238.0,
1,6083.T,,jp_market,620.0,620.0 - 628.0,47.954212,4795278336,0.019323671,0.35667396,-0.19584955,8220,457.0 - 771.0,
2,4990.T,,jp_market,505.0,505.0 - 511.0,15.426442,5337748992,0.009784736,0.2915601,-0.54830056,10696,391.0 - 1118.0,
3,2970.T,,jp_market,1000.0,1000.0 - 1019.0,35.137035,4214609920,,0.5329587,-0.5121951,7163,652.3333 - 2050.0,
4,2376.T,,jp_market,719.0,719.0 - 731.0,18.51232,3924287744,0.01717033,0.49791667,-0.2431579,6763,480.0 - 950.0,
5,6231.T,,jp_market,2580.0,2571.0 - 2610.0,9.209253,9869532160,,0.52934206,-0.45047924,5853,1687.0 - 4695.0,
6,ACSAY,,us_market,6.0599,5.91 - 6.1,9.107153,8652142592,0.18196996,1.6347392,-0.14528918,35100,2.3 - 7.09,
7,FJTCY,,us_market,23.87,23.87 - 23.87,,1816404352,,1.0126476,-0.03827554,180,11.86 - 24.82,
8,BAFBF,Balfour Beatty,us_market,3.81,3.81 - 3.81,9.202898,2512988416,0.013910761,0.67105263,-0.02307696,426,2.28 - 3.9,
9,0RL4.L,,gb_market,32.7,32.3 - 33.0,24.49438,3111362816,0.03680982,0.012383948,-0.0090908855,,32.3 - 33.0,
10,MMO.F,,dr_market,2.297,2.272 - 2.3,3.3929098,3413135104,0.07923378,0.5287852,-0.30182374,8307,1.5025 - 3.29,
11,G51.F,,dr_market,1.37,1.32 - 1.37,,2665745920,0.0014705883,0.30476198,-0.38839287,1038,1.05 - 2.24,
12,2894.T,,jp_market,237.0,236.0 - 237.0,,3999848960,0.012711864,0.21538462,-0.020661157,11115,195.0 - 242.0,
13,6190.T,,jp_market,625.0,615.0 - 630.0,,2055106304,,0.34408602,-0.3836292,17273,465.0 - 1014.0,
14,8945.T,,jp_market,979.0,979.0 - 995.0,18.850485,9776890880,0.030425964,0.5061538,-0.15965666,11535,650.0 - 1165.0,
15,1905.T,,jp_market,842.0,831.0 - 846.0,41.141407,5725356032,0.052948255,0.31152648,-0.14256619,7105,642.0 - 982.0,
16,7709.T,,jp_market,371.0,370.0 - 374.0,,5107853824,,0.84577113,-0.29063097,251046,201.0 - 523.0,
17,7435.T,,jp_market,696.0,690.0 - 700.0,12.639149,6443032064,0.01724138,0.33846155,-0.21533258,7646,520.0 - 887.0,
18,7841.T,,jp_market,520.0,519.0 - 532.0,,4542616064,0.02268431,0.4364641,-0.11413969,8758,362.0 - 587.0,
