,Symbol,Stock Name,Country,Market Price,Day Price Range,PE Ratio,marketCap,Dividend Yield,52 Week Low Price Range Change,52 Week High Price Range Change,3 Month Average Daily Volume,52 Week Price Range,priceEpsCurrentYear
13,UMPQ,Umpqua,us_market,16.87,16.34 - 16.87,,3715212800,0.051724136,0.89977485,-0.0304597,1469681,8.88 - 17.4,10.349694
14,STMP,Stamps.com,us_market,204.89,202.41 - 222.3199,21.866596,3736353536,,1.1416327,-0.3698213,347313,95.67 - 325.13,27.952251
15,MNSO,,us_market,29.54,29.32 - 32.7,,7414392832,,0.6429367,-0.16103375,1100243,17.98 - 35.21,82.05556
16,603839.SS,,cn_market,8.68,8.36 - 8.69,21.645885,3472885504,0.040983606,0.12289784,-0.52123547,1248422,7.73 - 18.13,
17,ATGE,Adtalem Glb Education,us_market,41.33,40.81 - 41.67,,2072848384,0.0,1.0915992,-0.057468567,516428,19.76 - 43.85,13.869128
18,WES,Western Midstream,us_market,15.79,15.68 - 16.2,13.038812,6571735040,0.09792191,4.444827,-0.07930028,1702418,2.9 - 17.15,13.495727
19,002877.SZ,,cn_market,6.61,6.44 - 6.62,31.476192,2197970432,0.0058551617,0.09256197,-0.29530916,1555823,6.05 - 9.38,
20,688080.SS,,cn_market,42.3,40.09 - 43.66,43.698345,2217738240,0.004962779,0.14293437,-0.65782243,233347,37.01 - 123.62,
21,SBTX.L,,gb_market,39.5,36.0 - 41.0,,61576552,,6.9210696,-0.10227273,1456770,4.9867 - 44.0,
22,300686.SZ,,cn_market,18.07,17.58 - 18.08,28.865814,4802138624,0.0035532997,0.11474403,-0.3811644,2265172,16.21 - 29.2,
23,002771.SZ,,cn_market,10.03,9.7 - 10.07,80.88709,2103932800,0.0035897435,0.09497815,-0.48352215,1825688,9.16 - 19.42,
24,VIR,Vir Biotechnology,us_market,76.58,70.05 - 76.77,,9755449344,,3.4967704,-0.4569179,1581325,17.03 - 141.01,-32.04184
0,OC,Owens-Corning,us_market,85.08,82.8939 - 85.66,,8927104000,0.011901871,1.9789917,-0.031971756,936891,28.56 - 87.89,13.634616
1,002911.SZ,,cn_market,15.58,15.23 - 15.6,19.258343,8662479872,0.03257329,0.20216048,-0.2630085,2781552,12.96 - 21.14,
2,300885.SZ,,cn_market,31.47,30.31 - 31.48,41.35348,2517600000,,0.119530365,-0.60662496,1833284,28.11 - 80.0,
3,ITCI,Intra-Cellular Therapies,us_market,39.51,38.715 - 40.0,,3167026688,,2.6131682,-0.012250042,739191,10.935 - 40.0,-11.864864
4,BHF,Brighthouse Financial,us_market,40.46,40.075 - 40.86,,3569041152,,2.3576763,-0.08668172,805796,12.05 - 44.3,3.5710502
5,600774.SS,,cn_market,14.83,14.71 - 15.3,,3365638912,0.0020394288,0.47709164,-0.1167362,1274173,10.04 - 16.79,
6,REGI,Renewable Energy,us_market,96.95,94.63 - 99.56,7.505613,3813305088,,5.0404983,-0.17136754,1131345,16.05 - 117.0,31.579803
7,688377.SS,,cn_market,16.42,15.55 - 16.57,28.807018,3196432384,,0.10945945,-0.60764635,599815,14.8 - 41.85,
8,603239.SS,,cn_market,15.26,15.18 - 15.45,39.12821,4131187200,0.032679737,0.46028712,-0.19641915,1937768,10.45 - 18.99,
9,002819.SZ,,cn_market,34.1,33.64 - 34.38,100.58997,5437688320,0.0014671361,0.62380946,-0.19934261,1605610,21.0 - 42.59,
10,AMH,American Homes 4 Rent,us_market,31.33,31.05 - 31.65,116.46841,9908519936,0.006470398,0.7902857,-0.037185032,1568590,17.5 - 32.54,130.54167
11,RGLD,Royal Gold,us_market,107.82,106.79 - 108.95,27.860466,7073692672,0.0051746443,0.8036133,-0.2697101,460308,59.78 - 147.64,30.54391
12,REZI,Resideo,us_market,27.89,26.81 - 28.31,,3989524736,,6.4973116,-0.01483575,1124101,3.72 - 28.31,63.386364
13,603861.SS,,cn_market,7.79,7.69 - 7.82,93.85542,3441777664,0.014102563,0.081944466,-0.25667936,1128876,7.2 - 10.48,
14,XEC,,us_market,50.3,49.55 - 51.3,,5128738816,0.017373737,3.1399179,-0.074687295,1272158,12.15 - 54.36,43.739132
15,BWXT,BWX,us_market,58.59,58.33 - 59.52,20.486015,5584189440,0.0125615345,0.45024747,-0.16,374826,40.4 - 69.75,19.53
16,603038.SS,,cn_market,11.22,11.2 - 11.59,53.942307,2065961088,0.014616756,0.3766872,-0.16143496,2455094,8.15 - 13.38,
17,688066.SS,,cn_market,40.62,39.8 - 40.72,65.72816,6742229504,0.0013729405,0.08609618,-0.32130325,1418720,37.4 - 59.85,
18,SLAB,Silicon Laboratories,us_market,162.84,149.24 - 163.43,581.5714,7152779264,,1.5017669,-0.0036100862,285135,65.09 - 163.43,47.337208
19,SAIL,SailPoint,us_market,63.41,62.01 - 64.11,,5764761600,,4.461671,-0.012151466,1061973,11.61 - 64.19,211.36665
20,SPT,Sprout Social,us_market,78.37,75.04 - 78.85,,4148476928,,6.435484,-0.049715027,593036,10.54 - 82.47,-174.15556
21,AHCO,AdaptHealth,us_market,31.75,31.175 - 32.3599,,4117594112,,2.0855198,-0.23639335,926258,10.29 - 41.579,138.04347
22,FR.PA,,fr_market,32.18,30.89 - 32.42,,7731277312,0.0063351286,2.0618458,-0.054919206,744808,10.51 - 34.05,
23,ENR,Energizer,us_market,44.15,44.12 - 46.73,,3018403072,0.025985276,0.6597745,-0.16995671,565725,26.6 - 53.19,13.338369
24,MGP,MGM Growth Properties,us_market,32.45,32.37 - 33.22,55.187077,9847666688,0.058923684,1.8390201,-0.03937235,903860,11.43 - 33.78,25.351564
0,603496.SS,,cn_market,16.52,15.95 - 16.61,89.2973,3318223616,0.006501548,0.10723863,-0.5123967,1167329,14.92 - 33.88,
1,HLNE,Hamilton Lane,us_market,94.19,89.0 - 94.85,38.041195,4969426944,0.013679459,1.596912,-0.0069583138,204083,36.27 - 94.85,37.22925
2,ST,Sensata,us_market,59.31,58.63 - 59.84,57.02885,9349924864,,2.2498631,-0.0378001,1099193,18.25 - 61.64,17.91843
3,002983.SZ,,cn_market,25.12,24.51 - 25.18,32.122765,3559001600,,0.6143959,-0.6164885,1249991,15.56 - 65.5,
4,SHA.DE,,de_market,6.795,6.615 - 6.815,,4525470208,0.06797583,0.64289165,-0.23220341,785211,4.136 - 8.85,4.412338
5,AY,Atlantica Yield,us_market,38.05,37.77 - 38.6,61.869915,4211830528,0.04389212,1.1454749,-0.21530217,886003,17.735 - 48.49,35.23148
6,002951.SZ,,cn_market,11.74,11.46 - 11.83,25.08547,4754699776,0.021777004,0.07706424,-0.42619744,1561112,10.9 - 20.46,
7,603992.SS,,cn_market,16.64,16.21 - 16.67,25.639444,6672805888,0.010830769,0.187723,-0.36171848,1254326,14.01 - 26.07,
8,603229.SS,,cn_market,32.64,32.38 - 33.0,99.209724,7807683584,0.0016458397,1.2075362,-0.439849,1945349,14.785714 - 58.27,
9,600215.SS,,cn_market,5.11,5.05 - 5.12,25.04902,2376318720,0.009861933,0.073529385,-0.4853978,1745425,4.76 - 9.93,
10,OLN,Olin,us_market,29.98,28.36 - 29.99,,4736839680,0.02849003,2.4223742,-0.0003334521,1384833,8.76 - 29.99,29.98
11,RXN,Rexnord,us_market,46.37,45.52 - 46.42,36.226562,5545527296,0.007005254,1.4573395,-0.05521603,802230,18.87 - 49.08,23.658163
12,200726.SZ,,cn_market,4.16,4.11 - 4.19,,5629353472,,0.13043472,-0.44973546,410971,3.68 - 7.56,
13,RHI,Robert Half,us_market,78.43,77.175 - 78.89,29.048147,8872393728,0.017687606,1.4221741,-0.0058308924,1130230,32.38 - 78.89,23.411942
14,MRVI,,us_market,35.71,35.3 - 37.7899,,9199645696,,0.5118543,-0.055041064,1332051,23.62 - 37.79,99.194435
15,002987.SZ,,cn_market,45.28,44.2 - 45.45,25.785875,7274775040,0.0013646532,0.48849437,-0.4608882,1164660,30.42 - 83.99,
16,UGP,Ultrapar Participacoes,us_market,4.24,4.14 - 4.28,8.107074,4569405440,0.09297821,1.1522841,-0.10548524,1485016,1.97 - 4.74,26.5
17,BZUN,Baozun,us_market,52.44,52.16 - 54.46,88.881355,3817548032,,1.3632265,-0.08000002,1400551,22.19 - 57.0,42.29032
18,603136.SS,,cn_market,27.59,27.05 - 28.29,87.0347,3215642112,0.018772695,0.34914422,-0.2046699,1021015,20.45 - 34.69,
19,PACW,PacWest Banc,us_market,36.76,35.8142 - 36.82,,4352935424,0.0379107,1.6560692,-0.0075594652,942555,13.84 - 37.04,10.268156
20,603268.SS,,cn_market,17.08,16.94 - 17.2,348.57144,2120806528,0.005562061,0.28711373,-0.15277778,879250,13.27 - 20.16,
21,ESI,Element Solutions,us_market,17.68,17.33 - 17.8,37.142857,4370725888,,2.304673,-0.08865976,2008286,5.35 - 19.4,18.808512
22,NKTR,Nektar Therapeutics,us_market,24.92,24.86 - 25.78,,4470623232,,0.82831985,-0.06841121,1296058,13.63 - 26.75,-9.6589155
23,603897.SS,,cn_market,16.85,16.46 - 16.86,18.516483,3006107392,0.034960818,0.09415589,-0.27182364,1285683,15.4 - 23.14,
24,000779.SZ,,cn_market,9.17,9.0 - 9.3,12.375169,3487635456,,0.10348973,-0.36230877,1767796,8.31 - 14.38,
0,300899.SZ,,cn_market,40.49,38.8 - 40.67,34.082493,2582594048,,0.12129607,-0.5991089,1566479,36.11 - 101.0,
1,605198.SS,,cn_market,21.58,20.66 - 21.64,44.67909,6417849344,,1.3662281,-0.3011658,1384368,9.12 - 30.88,
2,LPSN,LivePerson,us_market,71.56,68.32 - 72.11,,4786304512,,4.082386,-0.009276004,847550,14.08 - 72.23,-596.3333
3,3071.T,,jp_market,199.0,197.0 - 206.0,12.599722,5430411264,,3.326087,-0.18442623,1223188,46.0 - 244.0,
4,600119.SS,,cn_market,7.58,7.47 - 7.65,27.563635,2768746752,,0.51297396,-0.35925612,1295185,5.01 - 11.83,
5,002403.SZ,,cn_market,7.52,7.45 - 7.56,15.441479,2634413824,0.01992032,0.14634147,-0.23029687,1312811,6.56 - 9.77,
6,GOOS,Canada Goose,us_market,45.1,44.93 - 45.96,66.0322,4949228544,,2.485317,-0.018711938,1973741,12.94 - 45.96,86.73077
7,3556.T,,jp_market,818.0,776.0 - 833.0,,9505160192,,1.7918088,-0.026190476,307625,293.0 - 840.0,
8,ADNT,Adient,us_market,36.87,35.79 - 37.07,,3472051456,0.00777935,5.249152,-0.036330357,899351,5.9 - 38.26,10.241667
9,002977.SZ,,cn_market,104.23,101.6 - 105.48,71.83322,7452445184,0.001932554,1.8968872,-0.39046782,1345079,35.98 - 171.0,
10,TEX,Terex,us_market,40.65,38.64 - 40.77,,2821110016,0.0031496063,2.5225303,-0.013109908,599501,11.54 - 41.19,17.673914
11,STAY,Extended Stay America,us_market,15.87,15.3 - 15.95,52.20395,2817892864,0.017015707,1.9663552,-0.005327486,1041083,5.35 - 15.955,66.125
12,CGNT,Cogentix Medical,us_market,30.9,30.03 - 31.71,,2032395008,,0.15427715,-0.048059136,1294855,26.77 - 32.46,
13,688569.SS,,cn_market,19.25,18.71 - 19.27,23.47561,4055340032,,0.068257466,-0.5182682,889168,18.02 - 39.96,
14,002333.SZ,,cn_market,5.01,4.99 - 5.03,,2518046208,0.04,0.258794,-0.12717763,1421324,3.98 - 5.74,
15,003005.SZ,,cn_market,43.83,42.53 - 43.92,33.407013,4645980160,,0.14738223,-0.3204651,1710898,38.2 - 64.5,
16,600697.SS,,cn_market,13.45,13.1 - 13.47,19.867062,2139733632,0.030257186,0.078588575,-0.37441862,1297978,12.47 - 21.5,
17,CHAR.L,,gb_market,6.95,6.82 - 7.0,,26991576,,4.515873,-0.5173611,1326680,1.26 - 14.4,
18,LAZ,Lazard,us_market,41.16,41.14 - 42.1214,11.627119,4323117056,0.04515974,0.965616,-0.1233227,703906,20.94 - 46.95,10.5
19,ASO,,us_market,25.15,24.8004 - 25.9189,,2261334528,,1.0871369,-0.058052476,1448261,12.05 - 26.7,8.218954
20,FLIR,FLIR Systems,us_market,55.73,55.69 - 56.32,53.48368,7309156864,0.012155882,1.3366876,-0.030276695,2531071,23.85 - 57.47,24.021553
21,603278.SS,,cn_market,7.73,7.59 - 7.75,24.006212,2241189888,0.020887729,0.088732414,-0.37761676,1691289,7.1 - 12.42,
22,300817.SZ,,cn_market,22.72,21.7 - 22.72,28.723135,2296174080,0.009506399,0.12197527,-0.5283371,1506420,20.25 - 48.17,
23,003021.SZ,,cn_market,67.78,66.14 - 68.11,42.62893,7230092288,,0.075872995,-0.4294613,2142149,63.0 - 118.8,
24,AIRC,,us_market,42.54,42.13 - 42.86,,6619777024,,0.18199497,-0.0104675675,1957124,35.99 - 42.99,-425.4
0,STAG,Stag Industrial,us_market,31.91,31.72 - 32.049,24.174242,5054512128,0.04532578,0.81927013,-0.07507247,1082956,17.54 - 34.5,75.9762
1,6803.T,,jp_market,126.0,124.0 - 131.0,5.8547463,3629997056,,0.26,-0.3,1257000,100.0 - 180.0,
2,TLY.L,,gb_market,29.5,28.06 - 30.9,,53744872,0.00016949153,2.294985,-0.15714286,1262255,8.953 - 35.0,
3,2586.T,,jp_market,275.0,270.0 - 287.0,,2552173312,,1.5700935,-0.696468,3230736,107.0 - 906.0,
4,CNO,CNO Financial,us_market,23.85,23.3 - 23.89,11.303318,3226404352,0.019904803,1.7133106,-0.0058357394,876865,8.79 - 23.99,11.144859
5,SITM,SiTime,us_market,123.81,122.43 - 127.33,,2123378560,,7.029183,-0.18427989,189693,15.42 - 151.78,128.96875
6,CUBE,CubeSmart,us_market,36.44,35.81 - 36.47,43.38095,7115492864,0.03668705,0.8582355,-0.013802493,1195346,19.61 - 36.95,43.38095
7,GTBIF,Green Thumb,us_market,36.77,35.21 - 37.0,,7793291776,,8.956675,-0.059831247,669730,3.693 - 39.11,525.2857
8,TGTX,TG Therapeutics,us_market,47.28,46.36 - 48.25,,6515656704,,6.4574127,-0.16672546,2105615,6.34 - 56.74,-20.736841
9,688233.SS,,cn_market,35.67,34.51 - 35.93,86.788315,5707199488,0.004249292,0.13961658,-0.565,1109163,31.3 - 82.0,
10,300897.SZ,,cn_market,38.59,37.53 - 38.65,25.899328,2624120064,,0.09320116,-0.45525125,1456480,35.3 - 70.84,
11,PRPL,Purple Innovation,us_market,40.05,39.02 - 40.36,728.1818,2581022208,,8.061085,-0.02507309,1030455,4.42 - 41.08,78.52941
12,RL,Ralph Lauren,us_market,113.46,109.305 - 114.07,,8296013824,0.006198757,0.8966901,-0.030256419,1280201,59.82 - 117.0,202.60715
13,NNN,National Retail Props,us_market,42.25,41.78 - 42.66,34.631145,7405283840,0.049735703,0.7574875,-0.28231695,1420610,24.04 - 58.87,27.083334
14,MMYT,MakeMyTrip,us_market,32.98,30.1088 - 33.44,,3433152000,,2.2979999,-0.015228489,466638,10.0 - 33.49,-62.226418
15,REG,Regency Centers,us_market,52.8,52.5999 - 53.83,203.07693,8966970368,0.044494297,0.6603774,-0.1757727,1157756,31.8 - 64.06,52.27723
16,AGCO,AGCO,us_market,123.92,117.82 - 125.36,21.932743,9281546240,0.005561832,2.5075004,-0.011486937,713991,35.33 - 125.36,17.092413
17,002880.SZ,,cn_market,51.13,50.41 - 52.0,45.04846,8283060224,0.0041008857,0.2944304,-0.29163203,886309,39.5 - 72.18,
18,MTC.L,,gb_market,13.5,13.2 - 14.5,2.5471697,50515920,,2.6486487,-0.11764707,1273723,3.7 - 15.3,
19,4347.T,,jp_market,87.0,87.0 - 89.0,90.24896,6785121792,,0.47457626,-0.4041096,1219051,59.0 - 146.0,
20,EPRT,Essential Props Realty,us_market,23.03,22.895 - 23.22,40.761063,2410596352,0.04,2.7878292,-0.14019038,806803,6.08 - 26.785,42.648148
21,QLYS,Qualys,us_market,102.47,101.36 - 103.924,45.745537,3998031104,,0.61701125,-0.31154257,546468,63.37 - 148.84,38.667923
22,300683.SZ,,cn_market,35.16,33.65 - 35.31,,3633961728,0.0047197635,0.12081603,-0.58635294,587433,31.37 - 85.0,
23,TOL,Toll Brothers,us_market,54.94,54.03 - 55.08,16.158823,6747785728,0.008154188,3.1370482,-0.035463493,1952636,13.28 - 56.96,11.351239
24,600990.SS,,cn_market,43.88,43.05 - 44.3,64.34018,6984775168,0.0016260163,0.23258436,-0.22157173,1979298,35.6 - 56.37,
0,603590.SS,,cn_market,35.52,35.1 - 35.52,27.793428,5683200000,0.014160294,0.10723187,-0.37640446,1095130,32.08 - 56.96,
1,ZIM,,us_market,21.77,20.973 - 22.21,,2492665088,,0.9197531,-0.019810835,1318050,11.34 - 22.21,
2,BVN,Buenaventura Mining,us_market,10.78,10.315 - 10.78,,2737979904,0.0,1.1054688,-0.2472067,1168001,5.12 - 14.32,-1078.0
3,AMN,AMN Healthcare Services,us_market,78.95,76.01 - 80.8,53.344593,3713081600,,1.1541609,-0.115108766,311525,36.65 - 89.22,22.817919
4,603203.SS,,cn_market,26.38,25.14 - 26.4,23.14035,4129366784,0.008280757,0.12831481,-0.29615796,1176454,23.38 - 37.48,
5,300488.SZ,,cn_market,14.81,14.18 - 14.82,22.473446,2453706240,0.008945908,0.10604929,-0.45750913,1282442,13.39 - 27.3,
6,MXL,MaxLinear,us_market,38.33,36.59 - 38.64,,2857260032,,3.9204109,-0.009816514,615595,7.79 - 38.71,19.860106
7,603896.SS,,cn_market,38.24,37.95 - 38.74,40.210308,5663076352,0.008984375,0.5419356,-0.21767592,1725416,24.8 - 48.88,
8,NIU,Niu,us_market,44.19,42.95 - 45.79,,3303047680,,6.268092,-0.1721619,2065803,6.08 - 53.38,113.30769
9,MDLA,Medallia,us_market,44.99,44.1 - 45.1598,,6768700416,,1.8048627,-0.0681441,1670176,16.04 - 48.28,1499.6667
10,APAM,Artisan Partners Asset,us_market,48.73,47.9 - 49.445,14.332353,3910563072,0.0638342,1.7546636,-0.11800906,503131,17.69 - 55.25,10.302325
11,EPR,EPR Props,us_market,43.27,42.06 - 43.55,,3228599808,0.06294707,2.4450636,-0.37016007,1129705,12.56 - 68.7,-23.774725
12,AIZ,Assurant,us_market,123.31,121.55 - 123.8825,17.633347,7245596672,0.02088281,0.6167563,-0.14171365,451185,76.27 - 143.67,11.788718
13,603551.SS,,cn_market,12.14,11.74 - 12.3,28.836105,4856121344,0.027848102,0.095667906,-0.45315316,869044,11.08 - 22.2,
14,688199.SS,,cn_market,42.1,40.97 - 42.18,34.735973,4682656768,0.024366472,0.08281886,-0.45110822,1047552,38.88 - 76.7,
15,002811.SZ,,cn_market,7.51,7.2 - 7.53,28.664124,2027842816,0.027586207,0.086830735,-0.35921502,750809,6.91 - 11.72,
16,603217.SS,,cn_market,24.25,22.9 - 24.49,24.66938,3090808064,0.018635968,0.11494253,-0.275254,403220,21.75 - 33.46,
17,300473.SZ,,cn_market,17.7,17.13 - 17.74,,2016295552,0.0069244085,0.11390814,-0.45488143,1822972,15.89 - 32.47,
18,603819.SS,,cn_market,10.41,10.21 - 10.44,146.6197,2266569216,0.02240543,0.26476634,-0.48002,1529953,8.230769 - 20.02,
19,CPX.L,,gb_market,11.0,10.75 - 11.4825,,50248436,,5.6026406,-0.23558028,3252506,1.666 - 14.39,
20,603586.SS,,cn_market,14.09,13.85 - 14.1,17.395061,2869414400,0.042979944,0.105965495,-0.30829653,595223,12.74 - 20.37,
21,300669.SZ,,cn_market,34.72,34.56 - 34.94,72.333336,3855725568,0.005081826,0.65333337,-0.15707691,1413558,21.0 - 41.19,
22,688300.SS,,cn_market,45.2,44.1 - 45.45,40.538116,3885997824,0.011135857,0.13567844,-0.46679246,642684,39.8 - 84.77,
23,GBT,Global Blood Therapeutics,us_market,48.33,48.06 - 49.75,,2986620160,,0.32447246,-0.42251164,1101873,36.49 - 83.69,-12.1127825
24,PSM.DE,,de_market,17.6,17.55 - 17.9,19.31943,3980081664,0.06761364,2.0769234,-0.023849156,1327814,5.72 - 18.03,
0,300838.SZ,,cn_market,16.95,16.41 - 16.93,34.38134,2310963200,,0.19114555,-0.49099097,988708,14.23 - 33.3,
1,HCAT,Health Catalyst,us_market,49.5,49.33 - 51.3175,,2103675776,,1.8318079,-0.10114399,472801,17.48 - 55.07,-68.75
2,900905.SS,,cn_market,2.95,2.925 - 2.951,,3152605952,,0.104868904,-0.15666091,262847,2.67 - 3.498,
3,HXL,Hexcel,us_market,52.57,50.995 - 52.865,139.07408,4397470208,0.0033797217,1.1422167,-0.29189116,920256,24.54 - 74.24,328.5625
4,WSM,Williams-Sonoma,us_market,129.83,127.42 - 131.545,19.03945,9943380992,0.015459469,3.9915416,-0.14110877,1167661,26.01 - 151.16,15.382703
5,THS,Treehouse Foods,us_market,49.51,49.4 - 50.255,201.26015,2767212800,,0.4779104,-0.08280847,766761,33.5 - 53.98,16.614094
6,DVRG.L,,gb_market,30.0,27.05 - 30.5,,51076200,,3.2857144,-0.60193723,1484337,7.0 - 75.365,
7,6721.T,,jp_market,268.0,260.0 - 275.0,,8854987776,,1.1788617,-0.38390803,910816,123.0 - 435.0,
8,OFC,Corporate Office Props,us_market,26.13,26.05 - 26.67,30.208092,2931289344,0.041825097,0.7156927,-0.12079409,772888,15.23 - 29.72,27.79787
9,300594.SZ,,cn_market,22.38,21.71 - 22.42,23.410042,2013790336,0.0068933824,0.101920225,-0.34176472,1185216,20.31 - 34.0,
10,FRHC,Freedom,us_market,56.87,56.24 - 59.25,35.789806,3323664640,,4.055111,-0.079326555,964555,11.25 - 61.77,
11,QTWO,Q2,us_market,137.5,136.265 - 140.91,,7408940032,,1.9149884,-0.07444802,485718,47.17 - 148.56,443.54837
12,GPM.L,,gb_market,49.0,47.0 - 50.0,,42048908,,1.45,-0.34666666,754227,20.0 - 75.0,
13,H,Hyatt Hotels,us_market,82.26,78.905 - 82.8599,,8332938240,0.002545825,2.4246461,-0.053394698,625300,24.02 - 86.9,-30.466667
14,GRL.L,,gb_market,11.85,11.7 - 12.5,,33604940,,5.913653,-0.13491018,926432,1.714 - 13.698,
15,VRNT,Verint Systems,us_market,50.44,50.355 - 52.12,265.4737,3505580032,,2.0522108,-0.04288429,1223147,16.525726 - 52.7,14.879055
16,CROX,Crocs,us_market,82.37,81.0 - 84.09,38.13426,5559752704,,8.805953,-0.0204542,1021066,8.4 - 84.09,27.922035
17,MWA,Mueller Water Products,us_market,12.74,12.54 - 12.76,25.633802,2018474624,0.016946442,0.9186747,-0.03630866,769380,6.64 - 13.22,22.350878
18,NCR,NCR,us_market,34.64,34.286 - 35.02,,4472024064,,2.2834122,-0.11857506,1419375,10.55 - 39.3,13.426356
19,VAR1.DE,,de_market,131.3,125.2 - 134.6,102.738655,5307369472,,1.6,-0.27578598,395028,50.5 - 181.3,
20,ELP,Cia Paranaense De Energia,us_market,11.72,11.51 - 11.81,10.994371,3207236864,0.002072539,0.415459,-0.31099352,612868,8.28 - 17.01,4.9872346
21,300853.SZ,,cn_market,55.02,52.6 - 55.4,26.187529,4491172352,0.005647591,0.5078103,-0.4327835,789203,36.49 - 97.0,
22,GFL,GFL Environmental,us_market,29.96,28.3 - 30.04,,9777864704,,1.5134227,-0.07100778,923658,11.92 - 32.25,
23,688090.SS,,cn_market,36.98,33.33 - 37.58,36.75944,2490994944,0.005358738,0.1669296,-0.546202,258081,31.69 - 81.49,
24,603579.SS,,cn_market,30.18,29.38 - 30.2,16.748058,4225200128,0.05,0.22285251,-0.3291843,1030721,24.68 - 44.99,
0,002265.SZ,,cn_market,6.41,6.32 - 6.43,,2042008064,,0.13250884,-0.34458077,1993249,5.66 - 9.78,
1,603040.SS,,cn_market,28.52,27.61 - 28.55,19.614857,2946287104,0.013667021,0.5071545,-0.24590161,1050194,18.923077 - 37.82,
2,300820.SZ,,cn_market,36.67,35.49 - 36.86,34.758293,3484016640,0.009265443,0.12657447,-0.6944167,1366836,32.55 - 120.0,
3,603569.SS,,cn_market,6.86,6.6 - 6.86,32.822968,3843493120,0.105271086,0.088888876,-0.4161702,1721338,6.3 - 11.75,
4,OIBR-C,Oi,us_market,1.82,1.76 - 1.85,0.057851244,2240911616,,4.2000003,-0.24481328,1558113,0.35 - 2.41,
5,MKSI,MKS Instruments,us_market,170.35,163.74 - 170.495,26.911533,9392605184,0.0050412756,1.5474802,-0.11414455,426756,66.87 - 192.3,19.716434
6,300371.SZ,,cn_market,12.43,12.09 - 12.45,16.752022,2085232000,0.01650165,0.123869784,-0.39893615,971916,11.06 - 20.68,
7,688010.SS,,cn_market,25.53,24.91 - 25.64,52.530865,3920948480,0.007961784,0.09242618,-0.50809246,924294,23.37 - 51.9,
8,POR,Portland General Electric,us_market,41.88,41.63 - 42.39,24.348837,3749893376,0.03786431,0.31038806,-0.3282002,622991,31.96 - 62.34,26.506329
9,ALGM,,us_market,30.135,29.855 - 30.73,,5708593664,,0.7958879,-0.13055395,1035101,16.78 - 34.66,68.48864
10,OCDX,,us_market,16.79,16.69 - 17.27,,3928608256,,0.10898286,-0.09992487,3093081,15.14 - 18.654,
11,002937.SZ,,cn_market,12.17,11.81 - 12.2,28.3683,3620891648,0.01010101,0.0675439,-0.3041738,1311305,11.4 - 17.49,
12,SC,Santander Consumer USA,us_market,26.24,26.22 - 26.73,9.146044,8031303168,0.031999998,1.6940452,-0.029226819,835738,9.74 - 27.03,8.277602
13,688196.SS,,cn_market,58.0,56.65 - 58.5,28.375734,6960000000,0.012356273,0.8577835,-0.23178808,1063454,31.22 - 75.5,
14,MIDD,The Middleby,us_market,134.48,131.865 - 135.5,28.092749,7478742016,,2.2226217,-0.0998059,783638,41.73 - 149.39,28.252098
15,603773.SS,,cn_market,23.9,23.01 - 23.95,129.18918,2260834816,0.006994819,0.15570596,-0.41564795,1007368,20.68 - 40.9,
16,688086.SS,,cn_market,34.27,33.11 - 34.47,33.304176,6524391424,0.00651135,0.08862773,-0.6060014,1004827,31.48 - 86.98,
17,CWK,Cushman & Wakefield,us_market,16.14,15.07 - 16.21,,3577107968,,1.359649,-0.17018001,545253,6.84 - 19.45,22.109587
18,SVC,Service Properties Trust,us_market,12.39,12.21 - 12.65,,2042169472,,2.4512537,-0.4485981,1042400,3.59 - 22.47,-3.9333334
19,CGO.L,,gb_market,9.25,9.0 - 9.45,,22220072,,2.0833333,-0.11904762,1430123,3.0 - 10.5,
20,YELP,Yelp,us_market,36.15,35.0601 - 36.28,,2674959104,,1.8044997,-0.09511888,1344881,12.89 - 39.95,-109.545456
21,ARNC,Arconic,us_market,25.74,25.22 - 26.15,16.426292,2809392384,0.0047942465,3.4379306,-0.1851852,902761,5.8 - 31.59,-321.75
22,UPST,,us_market,89.73,83.5 - 93.0,,6501916672,,2.968598,-0.15012312,1945677,22.61 - 105.58,598.2
23,002864.SZ,,cn_market,23.12,22.58 - 23.09,24.994595,2003810432,0.0066195945,0.100952424,-0.30466163,820142,21.0 - 33.25,
24,AL,Air Lease,us_market,44.98,43.41 - 45.65,9.226666,5117779456,0.014156417,4.348395,-0.023023488,831528,8.41 - 46.04,10.583529
0,RKH.L,,gb_market,8.945,8.51 - 9.35,,41011212,,1.2362499,-0.48054588,1848220,4.0 - 17.22,
1,300778.SZ,,cn_market,23.19,22.46 - 23.25,21.532034,2319000064,0.017621145,0.10218629,-0.65455085,860277,21.04 - 67.13,
2,JAN.L,,gb_market,9.6,9.5 - 10.5,5.3333335,23242850,,9.666668,-0.23199996,1316232,0.9 - 12.5,
3,7538.T,,jp_market,251.0,247.0 - 316.0,,3444950016,0.020833334,0.35675675,-0.2056962,16096,185.0 - 316.0,
4,2656.T,,jp_market,441.0,441.0 - 441.0,20.46024,6120991744,0.013850415,2.0205479,0.0,99948,146.0 - 441.0,
5,300858.SZ,,cn_market,59.38,56.81 - 59.51,39.40279,4899900928,,0.8983376,-0.42427766,1743401,31.28 - 103.14,
