backmarketid,price,stockraw,pressurestocklimit,warranty,slug,state_value,state_label,title,price_new,merchant_slug,objectid,brand,warranty,size,storage,memory,model,processor_speed,processor_type,storage_type,date_release,keyboard_type_language,highlightresult_title_value
80073,389.0,91,20,12,lenovo-thinkpad-t440p-14-core-i5-26-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/80073.html#?l=2,2,Bon état,"Lenovo Thinkpad T440p 14"" Core i5 2,6 GHz  - HDD 500 Go - 8 Go AZERTY - Français",1400.0,lenovo-thinkpad-t440p-14-core-i5-26-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/boutique-1033/80073.html,758069,Lenovo,12.0,14,500,8,Thinkpad T440p,"2,6",Intel Core i5,HDD,2013,AZERTY - Français,"Lenovo Thinkpad T440p 14"" Core i5 2,6 GHz  - HDD 500 Go - 8 Go AZERTY - Français"
124883,398.0,3,20,12,lenovo-thinkpad-t440-14-core-i5-19-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/124883.html#?l=3,3,État correct,"Lenovo Thinkpad T440 14"" Core i5 1,9 GHz  - SSD 256 Go - 8 Go AZERTY - Français",1300.0,lenovo-thinkpad-t440-14-core-i5-19-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-775/124883.html,733134,Lenovo,12.0,14,256,8,Thinkpad T440,"1,9",Intel Core i5,SSD,2013,AZERTY - Français,"Lenovo Thinkpad T440 14"" Core i5 1,9 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
416580,499.0,3,20,12,hp-elitebook-840-g2-14-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/416580.html#?l=2,2,Bon état,"HP EliteBook 840 G2 14"" Core i5 2,3 GHz - SSD 256 Go - 8 Go AZERTY - Français",1500.0,hp-elitebook-840-g2-14-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-1120/416580.html,1351074,HP,12.0,14,256,8,EliteBook 840 G2,"2,3",Intel Core i5,SSD,2015,AZERTY - Français,"HP EliteBook 840 G2 14"" Core i5 2,3 GHz - SSD 256 Go - 8 Go AZERTY - Français"
17411,699.0,11,20,12,macbook-air-13-debut-2015-core-i7-22-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/17411.html#?l=3,3,État correct,"MacBook Air   13""   (Début 2015) - Core i7 2,2 GHz  - SSD 128 Go - 8 Go AZERTY - Français",1219.0,macbook-air-13-debut-2015-core-i7-22-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/boutique-4/17411.html,1132320,Apple,12.0,"13,3",128,8,MacBook Air,"2,2",Intel Core i7,SSD,Début 2015,AZERTY - Français,"MacBook Air   13""   (Début 2015) - Core i7 2,2 GHz  - SSD 128 Go - 8 Go AZERTY - Français"
354221,1299.0,1,20,12,macbook-pro-13-retina-debut-2015-core-i7-31-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/354221.html#?l=0,0,Comme neuf,"MacBook Pro 13"" Retina (Début 2015) - Core i7 3,1 GHz - SSD 512 Go - 16 Go AZERTY - Français",1500.0,macbook-pro-13-retina-debut-2015-core-i7-31-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/boutique-3852/354221.html,1366800,Apple,12.0,13,512,16,MacBook Pro,"3,1",Intel Core i7,SSD,Début 2015,AZERTY - Français,"MacBook Pro 13"" Retina (Début 2015) - Core i7 3,1 GHz - SSD 512 Go - 16 Go AZERTY - Français"
1767,509.0,20,20,12,macbook-air-13-mi-2011-core-i5-17-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/1767.html#?l=4,4,Stallone,"MacBook Air 13"" (Mi-2011) - Core i5 1,7 GHz - SSD 128 Go - 4 Go AZERTY - Français",1250.0,macbook-air-13-mi-2011-core-i5-17-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/boutique-604/1767.html,106769,Apple,12.0,"13,3",128,4,MacBook Air,"1,7",Intel Core i5,SSD,Mi-2011,AZERTY - Français,"MacBook Air 13"" (Mi-2011) - Core i5 1,7 GHz - SSD 128 Go - 4 Go AZERTY - Français"
18248,559.0,20,20,12,macbook-air-13-mi-2012-core-i5-18-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/18248.html#?l=4,4,Stallone,"MacBook Air   13""   (Mi-2012) - Core i5 1,8 GHz  - SSD 128 Go - 4 Go AZERTY - Français",1199.0,macbook-air-13-mi-2012-core-i5-18-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/boutique-604/18248.html,114704,Apple,12.0,"13,3",128,4,MacBook Air,"1,8",Intel Core i5,SSD,Mi-2012,AZERTY - Français,"MacBook Air   13""   (Mi-2012) - Core i5 1,8 GHz  - SSD 128 Go - 4 Go AZERTY - Français"
23142,1299.0,1,20,12,macbook-pro-13-retina-debut-2015-core-i7-31-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/23142.html#?l=1,1,Très bon état,"MacBook Pro 13"" Retina (Début 2015) - Core i7 3,1 GHz - SSD 512 Go - 16 Go AZERTY - Français",2529.0,macbook-pro-13-retina-debut-2015-core-i7-31-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/boutique-3852/23142.html,1366807,Apple,12.0,"13,3",512,16,MacBook Pro,"3,1",Intel Core i7,SSD,Début 2015,AZERTY - Français,"MacBook Pro 13"" Retina (Début 2015) - Core i7 3,1 GHz - SSD 512 Go - 16 Go AZERTY - Français"
152590,109.98,3,20,12,lenovo-thinkcentre-m90p-core-i5-650-32-ghz-hdd-500-go-ram-4-go-pas-cher/152590.html#?l=3,3,État correct,Lenovo ThinkCentre M90p Core i5-650 3.2 GHz - HDD 500 Go RAM 4 Go,251.58,lenovo-thinkcentre-m90p-core-i5-650-32-ghz-hdd-500-go-ram-4-go-pas-cher/boutique-3165/152590.html,1238458,,,,,,,,,,,,Lenovo ThinkCentre M90p Core i5-650 3.2 GHz - HDD 500 Go RAM 4 Go
350710,249.99,1,20,12,lenovo-thinkcentre-m73-usff-tiny-core-i3-34-ghz-hdd-500-go-ram-8-go-pas-cher/350710.html#?l=1,1,Très bon état,"Lenovo ThinkCentre M73 USFF Tiny Core i3 3,4 GHz - HDD 500 Go RAM 8 Go",499.0,lenovo-thinkcentre-m73-usff-tiny-core-i3-34-ghz-hdd-500-go-ram-8-go-pas-cher/boutique-1877/350710.html,1106083,,,,,,,,,,,,"Lenovo ThinkCentre M73 USFF Tiny Core i3 3,4 GHz - HDD 500 Go RAM 8 Go"
117172,259.0,98,20,12,lenovo-thinkcentre-m91p-sff-19-core-i5-31-ghz-ssd-240-go-8-go-pas-cher/117172.html#?l=4,4,Stallone,"Lenovo ThinkCentre M91p SFF 19"" Core i5 3,1 GHz - SSD 240 Go - 8 Go",783.0,lenovo-thinkcentre-m91p-sff-19-core-i5-31-ghz-ssd-240-go-8-go-pas-cher/boutique-26/117172.html,1242697,Lenovo,12.0,19,240,8,ThinkCentre M91p SFF,"3,1",Intel Core i5,SSD,2013,,"Lenovo ThinkCentre M91p SFF 19"" Core i5 3,1 GHz - SSD 240 Go - 8 Go"
388759,330.0,1,20,12,lenovo-thinkpad-t440p-14-core-i5-26-ghz-hdd-500-go-4-go-azerty-francais-pas-cher/388759.html#?l=3,3,État correct,"Lenovo ThinkPad T440p 14"" Core i5 2,6 GHz - HDD 500 Go - 4 Go AZERTY - Français",404.0,lenovo-thinkpad-t440p-14-core-i5-26-ghz-hdd-500-go-4-go-azerty-francais-pas-cher/boutique-2684/388759.html,1367219,Lenovo,12.0,14,500,4,ThinkPad T440p,"2,6",Intel Core i5,HDD,2014,AZERTY - Français,"Lenovo ThinkPad T440p 14"" Core i5 2,6 GHz - HDD 500 Go - 4 Go AZERTY - Français"
13100,569.0,16,20,12,macbook-air-13-debut-2014-core-i5-14-ghz-ssd-256-go-4-go-azerty-francais-pas-cher/13100.html#?l=4,4,Stallone,"MacBook Air 13"" (Début 2014) - Core i5 1,4 GHz - SSD 256 Go - 4 Go AZERTY - Français",1099.0,macbook-air-13-debut-2014-core-i5-14-ghz-ssd-256-go-4-go-azerty-francais-pas-cher/boutique-94/13100.html,665110,Apple,12.0,"13,3",256,4,MacBook Air,"1,4",Intel Core i5,SSD,Début 2014,AZERTY - Français,"MacBook Air 13"" (Début 2014) - Core i5 1,4 GHz - SSD 256 Go - 4 Go AZERTY - Français"
206996,994.0,1,20,12,macbook-air-13-mi-2017-core-i5-18-ghz-ssd-1000-go-8-go-azerty-francais-pas-cher/206996.html#?l=2,2,Bon état,"MacBook Air   13""   (Mi-2017) - Core i5 1,8 GHz  - SSD 1000 Go - 8 Go AZERTY - Français",1949.0,macbook-air-13-mi-2017-core-i5-18-ghz-ssd-1000-go-8-go-azerty-francais-pas-cher/boutique-1398/206996.html,1127285,Apple,12.0,"13,3",1000,8,MacBook Air,"1,8",Intel Core i5,SSD,Mi-2017,AZERTY - Français,"MacBook Air   13""   (Mi-2017) - Core i5 1,8 GHz  - SSD 1000 Go - 8 Go AZERTY - Français"
116167,219.9,30,20,12,hp-elitebook-2170p-11-core-i5-18-ghz-hdd-320-go-4-go-azerty-francais-pas-cher/116167.html#?l=1,1,Très bon état,"Hp Elitebook 2170P 11"" Core i5 1,8 GHz - HDD 320 Go - 4 Go AZERTY - Français",429.0,hp-elitebook-2170p-11-core-i5-18-ghz-hdd-320-go-4-go-azerty-francais-pas-cher/boutique-2359/116167.html,1064860,HP,12.0,"11,6",320,4,Elitebook 2170P,"1,8",Intel Core i5,HDD,2014,AZERTY - Français,"Hp Elitebook 2170P 11"" Core i5 1,8 GHz - HDD 320 Go - 4 Go AZERTY - Français"
87885,299.0,5,20,12,dell-optiplex-7010-sff-core-i5-3470-32-ghz-ssd-480-go-ram-8-go-pas-cher/87885.html#?l=1,1,Très bon état,"Dell Optiplex 7010 SFF Core I5-3470 3,2 GHz - SSD 480 Go RAM 8 Go",872.0,dell-optiplex-7010-sff-core-i5-3470-32-ghz-ssd-480-go-ram-8-go-pas-cher/boutique-3058/87885.html,654774,,,,,,,,,,,,"Dell Optiplex 7010 SFF Core I5-3470 3,2 GHz - SSD 480 Go RAM 8 Go"
18216,399.0,10,20,12,macbook-air-11-mi-2011-core-i5-16-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/18216.html#?l=4,4,Stallone,"MacBook Air 11"" (Mi-2011) - Core i5 1,6 GHz - SSD 128 Go - 4 Go AZERTY - Français",1199.0,macbook-air-11-mi-2011-core-i5-16-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/boutique-94/18216.html,140631,Apple,12.0,"11,6",128,4,MacBook Air,"1,6",Intel Core i5,SSD,Mi-2011,AZERTY - Français,"MacBook Air 11"" (Mi-2011) - Core i5 1,6 GHz - SSD 128 Go - 4 Go AZERTY - Français"
151586,402.0,19,20,12,lenovo-thinkpad-x250-12-core-i5-23-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/151586.html#?l=2,2,Bon état,"Lenovo Thinkpad X250 12"" Core i5 2,3 GHz  - HDD 500 Go - 8 Go AZERTY - Français",999.0,lenovo-thinkpad-x250-12-core-i5-23-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/boutique-1033/151586.html,937639,Lenovo,12.0,"12,5",500,8,Thinkpad X250,"2,3",Intel Core i5,HDD,2015,AZERTY - Français,"Lenovo Thinkpad X250 12"" Core i5 2,3 GHz  - HDD 500 Go - 8 Go AZERTY - Français"
395875,459.0,98,20,12,hp-elitebook-840-g3-14-core-i5-24-ghz-ssd-240-go-8-go-azerty-francais-pas-cher/395875.html#?l=4,4,Stallone,"HP EliteBook 840 G3 14"" Core i5 2,4 GHz - SSD 240 Go - 8 Go AZERTY - Français",1695.0,hp-elitebook-840-g3-14-core-i5-24-ghz-ssd-240-go-8-go-azerty-francais-pas-cher/boutique-26/395875.html,1249666,HP,12.0,14,240,8,EliteBook 840 G3,"2,4",Intel Core i5,SSD,2016,AZERTY - Français,"HP EliteBook 840 G3 14"" Core i5 2,4 GHz - SSD 240 Go - 8 Go AZERTY - Français"
304931,512.0,40,20,12,hp-probook-640-g1-14-core-i5-26-ghz-ssd-500-go-8-go-azerty-francais-pas-cher/304931.html#?l=3,3,État correct,"HP ProBook 640 G1 14"" Core i5 2,6 GHz  - SSD 500 Go - 8 Go AZERTY - Français",799.0,hp-probook-640-g1-14-core-i5-26-ghz-ssd-500-go-8-go-azerty-francais-pas-cher/boutique-26/304931.html,946889,HP,12.0,14,500,8,ProBook 640 G1,"2,6",Intel Core i5,SSD,,AZERTY - Français,"HP ProBook 640 G1 14"" Core i5 2,6 GHz  - SSD 500 Go - 8 Go AZERTY - Français"
19438,838.0,12,20,12,macbook-pro-13-retina-mi-2014-core-i5-28-ghz-ssd-512-go-8-go-azerty-francais-pas-cher/19438.html#?l=0,0,Comme neuf,"MacBook Pro 13"" Retina (Mi-2014) - Core i5 2,8 GHz - SSD 512 Go - 8 Go AZERTY - Français",1999.0,macbook-pro-13-retina-mi-2014-core-i5-28-ghz-ssd-512-go-8-go-azerty-francais-pas-cher/boutique-4446/19438.html,1205643,Apple,12.0,"13,3",512,8,MacBook Pro,"2,8",Intel Core i5,SSD,Mi-2014,AZERTY - Français,"MacBook Pro 13"" Retina (Mi-2014) - Core i5 2,8 GHz - SSD 512 Go - 8 Go AZERTY - Français"
124499,1075.0,2,20,12,macbook-pro-touch-bar-13-retina-fin-2016-core-i5-29-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/124499.html#?l=3,3,État correct,"MacBook Pro Touch Bar 13"" Retina (Fin 2016) - Core i5 2,9 GHz  - SSD 256 Go - 8 Go AZERTY - Français",2049.0,macbook-pro-touch-bar-13-retina-fin-2016-core-i5-29-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-1398/124499.html,1233896,Apple,12.0,"13,3",256,8,MacBook Pro,"2,9",Intel Core i5,SSD,Fin 2016,AZERTY - Français,"MacBook Pro Touch Bar 13"" Retina (Fin 2016) - Core i5 2,9 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
391960,279.0,6,20,12,hp-elitedesk-800-g1-sff-core-i5-32-ghz-ssd-240-go-hdd-500-go-ram-16-go-pas-cher/391960.html#?l=2,2,Bon état,"Hp EliteDesk 800 G1 SFF Core i5 3,2 GHz - SSD 240 Go + HDD 500 Go RAM 16 Go",866.0,hp-elitedesk-800-g1-sff-core-i5-32-ghz-ssd-240-go-hdd-500-go-ram-16-go-pas-cher/boutique-3058/391960.html,1281902,,,,,,,,,,,,"Hp EliteDesk 800 G1 SFF Core i5 3,2 GHz - SSD 240 Go + HDD 500 Go RAM 16 Go"
98262,293.0,6,20,12,lenovo-thinkpad-x240-12-core-i5-19-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/98262.html#?l=3,3,État correct,"Lenovo ThinkPad X240 12"" Core i5 1,9 GHz  - SSD 256 Go - 8 Go AZERTY - Français",619.0,lenovo-thinkpad-x240-12-core-i5-19-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-2397/98262.html,957524,Lenovo,12.0,"12,5",256,8,ThinkPad X240,"1,9",Intel Core i5,SSD,,AZERTY - Français,"Lenovo ThinkPad X240 12"" Core i5 1,9 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
230714,313.0,92,20,12,lenovo-thinkpad-helix-11-core-i5-18-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/230714.html#?l=4,4,Stallone,"Lenovo ThinkPad Helix 11"" Core i5 1,8 GHz - SSD 128 Go - 4 Go AZERTY - Français",389.0,lenovo-thinkpad-helix-11-core-i5-18-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/boutique-26/230714.html,1070103,Lenovo,12.0,"11,6",128,4,Lenovo ThinkPad Helix,"1,8",Intel Core i5,SSD,,AZERTY - Français,"Lenovo ThinkPad Helix 11"" Core i5 1,8 GHz - SSD 128 Go - 4 Go AZERTY - Français"
347225,339.0,6,20,12,hp-elitebook-820-g2-12-core-i5-23-ghz-hdd-320-go-8-go-azerty-francais-pas-cher/347225.html#?l=2,2,Bon état,"HP EliteBook 820 G2 12"" Core i5 2,3 GHz  - HDD 320 Go - 8 Go AZERTY - Français",510.0,hp-elitebook-820-g2-12-core-i5-23-ghz-hdd-320-go-8-go-azerty-francais-pas-cher/boutique-45/347225.html,1365765,HP,12.0,"12,4",320,8,EliteBook 820 G2,"2,3",Intel Core i5,HDD,Juillet 2018,AZERTY - Français,"HP EliteBook 820 G2 12"" Core i5 2,3 GHz  - HDD 320 Go - 8 Go AZERTY - Français"
145046,349.0,68,20,12,lenovo-x240-12-core-i5-19-ghz-ssd-96-go-8-go-azerty-francais-pas-cher/145046.html#?l=4,4,Stallone,"Lenovo X240 12"" Core i5 1,9 GHz  - SSD 96 Go - 8 Go AZERTY - Français",1400.0,lenovo-x240-12-core-i5-19-ghz-ssd-96-go-8-go-azerty-francais-pas-cher/boutique-26/145046.html,208448,Lenovo,12.0,12,96,8,X240,"1,9",Intel Core i5,SSD,2013,AZERTY - Français,"Lenovo X240 12"" Core i5 1,9 GHz  - SSD 96 Go - 8 Go AZERTY - Français"
225806,397.9,1,20,12,dell-latitude-e5530-15-core-i5-26-ghz-ssd-240-go-8-go-azerty-francais-pas-cher/225806.html#?l=2,2,Bon état,"Dell Latitude E5530 15"" Core i5 2,6 GHz  - SSD 240 Go - 8 Go AZERTY - Français",999.0,dell-latitude-e5530-15-core-i5-26-ghz-ssd-240-go-8-go-azerty-francais-pas-cher/boutique-3988/225806.html,1044659,Dell,12.0,15,240,8,Latitude E5530,"2,6",Intel Core i5,HDD,,AZERTY - Français,"Dell Latitude E5530 15"" Core i5 2,6 GHz  - SSD 240 Go - 8 Go AZERTY - Français"
392913,428.0,13,20,12,dell-latitude-e5450-14-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/392913.html#?l=3,3,État correct,"Dell Latitude E5450 14"" Core i5 2,3 GHz - SSD 256 Go - 8 Go AZERTY - Français",610.0,dell-latitude-e5450-14-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-77/392913.html,1241383,Dell,12.0,"14,1",256,8,Latitude E5450,"2,3",Intel Core i5,SSD,2014,AZERTY - Français,"Dell Latitude E5450 14"" Core i5 2,3 GHz - SSD 256 Go - 8 Go AZERTY - Français"
4298,495.0,1,20,12,macbook-air-11-debut-2015-core-i5-16-ghz-ssd-128-go-4-go-qwerty-anglais-us-pas-cher/4298.html#?l=4,4,Stallone,"MacBook Air   11""   (Début 2015) - Core i5 1,6 GHz  - SSD 128 Go - 4 Go QWERTY - Anglais (US)",1000.0,macbook-air-11-debut-2015-core-i5-16-ghz-ssd-128-go-4-go-qwerty-anglais-us-pas-cher/boutique-94/4298.html,231771,Apple,12.0,"11,6",128,4,MacBook Air,"1,6",Intel Core i5,SSD,Début 2015,QWERTY - Anglais (US),"MacBook Air   11""   (Début 2015) - Core i5 1,6 GHz  - SSD 128 Go - 4 Go QWERTY - Anglais (US)"
358698,529.0,86,20,12,dell-optiplex-790-sff-22-core-i7-34-ghz-ssd-960-go-16-go-pas-cher/358698.html#?l=4,4,Stallone,"Dell Optiplex 790 SFF 22"" Core I7 3,4 GHz - SSD 960 Go - 16 Go",1034.0,dell-optiplex-790-sff-22-core-i7-34-ghz-ssd-960-go-16-go-pas-cher/boutique-26/358698.html,1187161,Dell,12.0,22,960,16,Optiplex 790 SFF,"3,4",Intel Core i7,SSD,2017,,"Dell Optiplex 790 SFF 22"" Core I7 3,4 GHz - SSD 960 Go - 16 Go"
165192,850.0,1,20,12,macbook-12-retina-debut-2016-core-m3-11-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/165192.html#?l=2,2,Bon état,"MacBook 12"" Retina (Début 2016) - Core m3 1,1 GHz - SSD 256 Go - 8 Go AZERTY - Français",1449.0,macbook-12-retina-debut-2016-core-m3-11-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-5576/165192.html,1358855,Apple,12.0,12,256,8,MacBook,"1,1",Intel Core m3,SSD,Début 2016,AZERTY - Français,"MacBook 12"" Retina (Début 2016) - Core m3 1,1 GHz - SSD 256 Go - 8 Go AZERTY - Français"
149531,976.0,1,20,12,macbook-pro-15-retina-debut-2013-core-i7-24-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/149531.html#?l=4,4,Stallone,"MacBook Pro   15"" Retina (Début 2013) - Core i7 2,4 GHz  - SSD 256 Go - 8 Go AZERTY - Français",1899.0,macbook-pro-15-retina-debut-2013-core-i7-24-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-2415/149531.html,415449,Apple,12.0,"15,4",256,8,MacBook Pro,"2,4",Intel Core i7,SSD,Début 2013,AZERTY - Français,"MacBook Pro   15"" Retina (Début 2013) - Core i7 2,4 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
341849,1119.0,1,20,12,macbook-air-13-retina-mi-2019-core-i5-16-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/341849.html#?l=1,1,Très bon état,"MacBook Air   13"" Retina (Mi-2019) - Core i5 1,6 GHz  - SSD 128 Go - 8 Go AZERTY - Français",1249.0,macbook-air-13-retina-mi-2019-core-i5-16-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/boutique-5059/341849.html,1233985,Apple,12.0,"13,3",128,8,MacBook Air,"1,6",Intel Core i5,SSD,Mi-2019,AZERTY - Français,"MacBook Air   13"" Retina (Mi-2019) - Core i5 1,6 GHz  - SSD 128 Go - 8 Go AZERTY - Français"
132366,1510.0,1,20,12,macbook-pro-touch-bar-13-retina-mi-2017-core-i5-31-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/132366.html#?l=2,2,Bon état,"MacBook Pro Touch Bar 13"" Retina (Mi-2017) - Core i5 3,1 GHz - SSD 256 Go - 16 Go AZERTY - Français",2239.0,macbook-pro-touch-bar-13-retina-mi-2017-core-i5-31-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/boutique-2492/132366.html,1298408,Apple,12.0,"13,3",256,16,MacBook Pro,"3,1",Intel Core i5,SSD,Mi-2017,AZERTY - Français,"MacBook Pro Touch Bar 13"" Retina (Mi-2017) - Core i5 3,1 GHz - SSD 256 Go - 16 Go AZERTY - Français"
286278,2180.0,3,20,12,macbook-pro-touch-bar-15-retina-mi-2019-core-i7-26-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/286278.html#?l=2,2,Bon état,"MacBook Pro Touch Bar 15"" Retina (Mi-2019) - Core i7 2,6 GHz - SSD 256 Go - 16 Go AZERTY - Français",2903.0,macbook-pro-touch-bar-15-retina-mi-2019-core-i7-26-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/boutique-900/286278.html,1211471,Apple,12.0,"15,4",256,16,MacBook Pro,"2,6",Intel Core i7,SSD,Mi-2019,AZERTY - Français,"MacBook Pro Touch Bar 15"" Retina (Mi-2019) - Core i7 2,6 GHz - SSD 256 Go - 16 Go AZERTY - Français"
345729,209.99,14,20,12,fujitsu-esprimo-q920-core-i5-2-ghz-ssd-240-go-ram-8-go-pas-cher/345729.html#?l=2,2,Bon état,Fujitsu Esprimo Q920 Core i5 2 GHz - SSD 240 Go RAM 8 Go,970.99,fujitsu-esprimo-q920-core-i5-2-ghz-ssd-240-go-ram-8-go-pas-cher/boutique-4754/345729.html,1300489,,,,,,,,,,,,Fujitsu Esprimo Q920 Core i5 2 GHz - SSD 240 Go RAM 8 Go
311689,249.0,6,20,12,lenovo-thinkcentre-m93-tiny-core-i5-29-ghz-ssd-256-go-ram-8-go-pas-cher/311689.html#?l=1,1,Très bon état,"Lenovo ThinkCentre M93 Tiny Core i5 2,9 GHz  - SSD 256 Go RAM 8 Go  ",325.0,lenovo-thinkcentre-m93-tiny-core-i5-29-ghz-ssd-256-go-ram-8-go-pas-cher/boutique-1308/311689.html,1263435,,,,,,,,,,,,"Lenovo ThinkCentre M93 Tiny Core i5 2,9 GHz  - SSD 256 Go RAM 8 Go  "
125940,355.0,2,20,12,lenovo-thinkpad-t430-14-core-i5-26-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/125940.html#?l=3,3,État correct,"Lenovo ThinkPad T430 14"" Core i5 2,6 GHz  - SSD 128 Go - 8 Go AZERTY - Français",699.0,lenovo-thinkpad-t430-14-core-i5-26-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/boutique-4743/125940.html,1232619,Lenovo,12.0,14,128,8,ThinkPad T430,"2,6",Intel Core i5,SSD,,AZERTY - Français,"Lenovo ThinkPad T430 14"" Core i5 2,6 GHz  - SSD 128 Go - 8 Go AZERTY - Français"
42714,399.0,94,20,12,hp-compaq-elite-8200-22-core-i7-34-ghz-ssd-480-go-16-go-pas-cher/42714.html#?l=4,4,Stallone,"Hp Compaq Elite 8200 22"" Core i7 3,4 GHz - SSD 480 Go - 16 Go",1610.0,hp-compaq-elite-8200-22-core-i7-34-ghz-ssd-480-go-16-go-pas-cher/boutique-26/42714.html,1179619,HP,12.0,22,480,16,Compaq Elite 8200,"3,4",Intel Core i7,SSD,2011,,"Hp Compaq Elite 8200 22"" Core i7 3,4 GHz - SSD 480 Go - 16 Go"
388875,421.0,1,20,12,dell-latitude-e7270-12-core-i5-24-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/388875.html#?l=1,1,Très bon état,"Dell Latitude E7270 12"" Core i5 2,4 GHz - SSD 256 Go - 8 Go AZERTY - Français",780.0,dell-latitude-e7270-12-core-i5-24-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-4964/388875.html,1270112,Dell,12.0,"12,5",256,8,Latitude E7270,"2,4",Intel Core i5,SSD,Février 2016,AZERTY - Français,"Dell Latitude E7270 12"" Core i5 2,4 GHz - SSD 256 Go - 8 Go AZERTY - Français"
401967,559.0,25,20,12,lenovo-thinkpad-t460-14-core-i5-24-ghz-ssd-240-go-8-go-azerty-francais-pas-cher/401967.html#?l=1,1,Très bon état,"Lenovo ThinkPad T460 14"" Core i5 2,4 GHz - SSD 240 Go - 8 Go AZERTY - Français",799.0,lenovo-thinkpad-t460-14-core-i5-24-ghz-ssd-240-go-8-go-azerty-francais-pas-cher/boutique-2156/401967.html,1364693,Lenovo,12.0,14,240,8,ThinkPad T460,"2,4",Intel Core i5,SSD,2016,AZERTY - Français,"Lenovo ThinkPad T460 14"" Core i5 2,4 GHz - SSD 240 Go - 8 Go AZERTY - Français"
300076,588.0,2,20,12,dell-latitude-e5470-14-core-i5-24-ghz-ssd-480-go-16-go-azerty-francais-pas-cher/300076.html#?l=2,2,Bon état,"Dell Latitude E5470 14"" Core i5 2,4 GHz  - SSD 480 Go - 16 Go AZERTY - Français",1290.0,dell-latitude-e5470-14-core-i5-24-ghz-ssd-480-go-16-go-azerty-francais-pas-cher/boutique-6549/300076.html,1362551,Dell,12.0,14,480,16,Latitude E5470,"2,4",Intel Core i5,SSD,Juin 2016,AZERTY - Français,"Dell Latitude E5470 14"" Core i5 2,4 GHz  - SSD 480 Go - 16 Go AZERTY - Français"
417350,599.99,2,20,12,asus-pro-p2530ua-15-core-i5-23-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/417350.html#?l=1,1,Très bon état,"Asus Pro P2530UA 15"" Core i5 2,3 GHz - HDD 500 Go - 8 Go AZERTY - Français",899.0,asus-pro-p2530ua-15-core-i5-23-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/boutique-2538/417350.html,1366521,Asus,12.0,"15,6",500,8,Pro P2530UA,"2,3",Intel Core i5,HDD,2015,AZERTY - Français,"Asus Pro P2530UA 15"" Core i5 2,3 GHz - HDD 500 Go - 8 Go AZERTY - Français"
