backmarketid,price,stockraw,pressurestocklimit,warranty,slug,state_value,state_label,title,price_new,merchant_slug,objectid,brand,warranty,size,storage,memory,model,processor_speed,processor_type,storage_type,date_release,keyboard_type_language,highlightresult_title_value
404469,398.0,2,20,12,lenovo-thinkpad-x1-carbon-14-core-i5-18-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/404469.html#?l=4,4,Stallone,"Lenovo ThinkPad X1 Carbon 14"" Core i5 1,8 GHz - SSD 128 Go - 8 Go AZERTY - Français",1299.0,lenovo-thinkpad-x1-carbon-14-core-i5-18-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/boutique-3210/404469.html,1264367,Lenovo,12.0,14,128,8,ThinkPad X1 Carbon,"1,8",Intel Core i5,SSD,Juin 2011,AZERTY - Français,"Lenovo ThinkPad X1 Carbon 14"" Core i5 1,8 GHz - SSD 128 Go - 8 Go AZERTY - Français"
356776,399.0,94,20,12,hp-probook-640-g1-14-core-i5-26-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/356776.html#?l=4,4,Stallone,"HP ProBook 640 G1 14"" Core i5 2,6 GHz  - HDD 500 Go - 8 Go AZERTY - Français",545.0,hp-probook-640-g1-14-core-i5-26-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/boutique-26/356776.html,1093616,HP,12.0,14,500,8,ProBook 640 G1,"2,6",Intel Core i5,HDD,2013,AZERTY - Français,"HP ProBook 640 G1 14"" Core i5 2,6 GHz  - HDD 500 Go - 8 Go AZERTY - Français"
261373,399.0,10,20,12,lenovo-thinkpad-x260-12-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/261373.html#?l=4,4,Stallone,"Lenovo ThinkPad X260 12"" Core i5 2,3 GHz  - SSD 256 Go - 8 Go AZERTY - Français",699.0,lenovo-thinkpad-x260-12-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-26/261373.html,928656,Lenovo,12.0,12,256,8,ThinkPad X260,"2,3",Intel Core i5,SSD,Janvier 2016,AZERTY - Français,"Lenovo ThinkPad X260 12"" Core i5 2,3 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
122391,433.0,13,20,12,dell-latitude-e5450-14-core-i5-23-ghz-ssd-240-go-8-go-azerty-francais-pas-cher/122391.html#?l=3,3,État correct,"Dell Latitude E5450 14"" Core i5 2,3 GHz  - SSD 240 Go - 8 Go AZERTY - Français",1510.0,dell-latitude-e5450-14-core-i5-23-ghz-ssd-240-go-8-go-azerty-francais-pas-cher/boutique-77/122391.html,658526,Dell,12.0,14,240,8,Latitude E5450,"2,3",Intel Core i5,SSD,2015,AZERTY - Français,"Dell Latitude E5450 14"" Core i5 2,3 GHz  - SSD 240 Go - 8 Go AZERTY - Français"
123194,462.0,97,20,12,lenovo-thinkpad-t440p-14-core-i5-26-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/123194.html#?l=2,2,Bon état,"Lenovo Thinkpad T440p 14"" Core i5 2,6 GHz  - SSD 256 Go - 8 Go AZERTY - Français",1399.0,lenovo-thinkpad-t440p-14-core-i5-26-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-1033/123194.html,758107,Lenovo,12.0,14,256,8,Thinkpad T440p,"2,6",Intel Core i5,SSD,2013,AZERTY - Français,"Lenovo Thinkpad T440p 14"" Core i5 2,6 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
414649,487.99,2,20,12,dell-precision-7510-15-core-i5-23-ghz-hdd-500-go-16-go-azerty-francais-pas-cher/414649.html#?l=2,2,Bon état,"Dell Precision 7510 15"" Core i5 2,3 GHz - HDD 500 Go - 16 Go AZERTY - Français",999.9,dell-precision-7510-15-core-i5-23-ghz-hdd-500-go-16-go-azerty-francais-pas-cher/boutique-3165/414649.html,1292942,Dell,12.0,"15,6",500,16,Precision 7510,"2,3",Intel Core i5,HDD,2015,AZERTY - Français,"Dell Precision 7510 15"" Core i5 2,3 GHz - HDD 500 Go - 16 Go AZERTY - Français"
408967,494.0,16,20,12,hp-elitebook-folio-1040-g2-14-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/408967.html#?l=3,3,État correct,"HP EliteBook Folio 1040 G2 14"" Core i5 2,3 GHz - SSD 256 Go - 8 Go AZERTY - Français",990.0,hp-elitebook-folio-1040-g2-14-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-2951/408967.html,1254486,HP,12.0,14,256,8,EliteBook Folio 1040 G2,"2,3",Intel Core i5,SSD,2016,AZERTY - Français,"HP EliteBook Folio 1040 G2 14"" Core i5 2,3 GHz - SSD 256 Go - 8 Go AZERTY - Français"
1777,529.0,20,20,12,macbook-pro-13-debut-2011-core-i5-23-ghz-hdd-320-go-4-go-azerty-francais-pas-cher/1777.html#?l=4,4,Stallone,"MacBook Pro   13""   (Début 2011) - Core i5 2,3 GHz  - HDD 320 Go - 4 Go AZERTY - Français",1150.0,macbook-pro-13-debut-2011-core-i5-23-ghz-hdd-320-go-4-go-azerty-francais-pas-cher/boutique-604/1777.html,110350,Apple,12.0,"13,3",320,4,MacBook Pro,"2,3",Intel Core i5,HDD,Début 2011,AZERTY - Français,"MacBook Pro   13""   (Début 2011) - Core i5 2,3 GHz  - HDD 320 Go - 4 Go AZERTY - Français"
99442,529.89,3,20,12,microsoft-surface-pro-4-12-core-m-29-ghz-hdd-128-go-4-go-pas-cher/99442.html#?l=0,0,Comme neuf,"Microsoft Surface Pro 4 12"" Core M 2,9 GHz  - HDD 128 Go - 4 Go ",799.0,microsoft-surface-pro-4-12-core-m-29-ghz-hdd-128-go-4-go-pas-cher/boutique-56/99442.html,1269765,Microsoft,12.0,"12,3",128,4,Surface Pro 4,"2,9",Intel Core M,SSD,2015,,"Microsoft Surface Pro 4 12"" Core M 2,9 GHz  - HDD 128 Go - 4 Go "
352565,543.0,5,20,12,dell-optiplex-9020-sff-core-i7-36-ghz-ssd-256-go-ram-32-go-pas-cher/352565.html#?l=1,1,Très bon état,"Dell OptiPlex 9020 SFF Core i7 3,6 GHz - SSD 256 Go RAM 32 Go",900.0,dell-optiplex-9020-sff-core-i7-36-ghz-ssd-256-go-ram-32-go-pas-cher/boutique-276/352565.html,1058488,,,,,,,,,,,,"Dell OptiPlex 9020 SFF Core i7 3,6 GHz - SSD 256 Go RAM 32 Go"
234563,569.0,20,20,12,macbook-pro-15-mi-2010-core-i7-28-ghz-ssd-120-go-hdd-500-go-8-go-azerty-francais-pas-cher/234563.html#?l=4,4,Stallone,"MacBook Pro 15"" (Mi-2010) - Core i7 2,8 GHz - SSD 120 Go + HDD 500 Go - 8 Go AZERTY - Français",1600.0,macbook-pro-15-mi-2010-core-i7-28-ghz-ssd-120-go-hdd-500-go-8-go-azerty-francais-pas-cher/boutique-604/234563.html,776922,Apple,12.0,"15,4",620,8,MacBook Pro,"2,8",Intel Core i7,HDD + SSD,Mi-2010,AZERTY - Français,"MacBook Pro 15"" (Mi-2010) - Core i7 2,8 GHz - SSD 120 Go + HDD 500 Go - 8 Go AZERTY - Français"
45958,569.0,20,20,12,macbook-pro-13-mi-2012-core-i5-25-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/45958.html#?l=4,4,Stallone,"MacBook Pro 13"" (Mi-2012) - Core i5 2,5 GHz - SSD 128 Go - 4 Go AZERTY - Français",1199.0,macbook-pro-13-mi-2012-core-i5-25-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/boutique-604/45958.html,776074,Apple,12.0,"13,3",128,4,MacBook Pro,"2,5",Intel Core i5,SSD,Mi-2012,AZERTY - Français,"MacBook Pro 13"" (Mi-2012) - Core i5 2,5 GHz - SSD 128 Go - 4 Go AZERTY - Français"
355676,599.0,2,20,24,asus-vivobook-x409fa-bv412t-14-pentium-gold-23-ghz-ssd-256-go-4-go-azerty-francais-pas-cher/355676.html#?l=0,0,Comme neuf,"Asus VivoBook X409FA-BV412T 14"" Pentium Gold 2,3 GHz  - SSD 256 Go - 4 Go AZERTY - Français",599.0,asus-vivobook-x409fa-bv412t-14-pentium-gold-23-ghz-ssd-256-go-4-go-azerty-francais-pas-cher/boutique-169/355676.html,1077625,Asus,24.0,14,256,4,VivoBook X409FA-BV412T,"2,3",Intel Pentium,SSD,2020,AZERTY - Français,"Asus VivoBook X409FA-BV412T 14"" Pentium Gold 2,3 GHz  - SSD 256 Go - 4 Go AZERTY - Français"
363740,629.95,5,20,12,dell-latitude-e5570-15-core-i5-24-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/363740.html#?l=3,3,État correct,"Dell Latitude E5570 15"" Core i5 2,4 GHz  - SSD 256 Go - 16 Go AZERTY - Français",1490.0,dell-latitude-e5570-15-core-i5-24-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/boutique-617/363740.html,1269306,Dell,12.0,"15,6",256,16,Latitude E5570,"2,4",Intel Core i5,SSD,Février 2017,AZERTY - Français,"Dell Latitude E5570 15"" Core i5 2,4 GHz  - SSD 256 Go - 16 Go AZERTY - Français"
98049,680.0,5,20,12,hp-elitebook-820-g1-12-core-i5-19-ghz-hdd-250-go-8-go-azerty-francais-pas-cher/98049.html#?l=3,3,État correct,"Hp EliteBook 820 G1 12"" Core i5 1,9 GHz  - HDD 250 Go - 8 Go AZERTY - Français",799.0,hp-elitebook-820-g1-12-core-i5-19-ghz-hdd-250-go-8-go-azerty-francais-pas-cher/boutique-668/98049.html,396326,HP,12.0,"12,5",250,8,EliteBook 820 G1,"1,9",Intel Core i5,HDD,2013,AZERTY - Français,"Hp EliteBook 820 G1 12"" Core i5 1,9 GHz  - HDD 250 Go - 8 Go AZERTY - Français"
419840,689.0,8,20,12,hp-probook-640-g1-14-core-i3-24-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/419840.html#?l=3,3,État correct,"HP ProBook 640 G1 14"" Core i3 2,4 GHz - SSD 128 Go - 8 Go AZERTY - Français",699.0,hp-probook-640-g1-14-core-i3-24-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/boutique-668/419840.html,1352551,HP,12.0,14,128,8,ProBook 640 G1,"2,4",Intel Core i3,SSD,2015,AZERTY - Français,"HP ProBook 640 G1 14"" Core i3 2,4 GHz - SSD 128 Go - 8 Go AZERTY - Français"
302601,869.0,12,20,12,macbook-pro-13-retina-debut-2015-core-i5-29-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/302601.html#?l=4,4,Stallone,"MacBook Pro 13"" Retina (Début 2015) - Core i5 2,9 GHz - SSD 256 Go - 8 Go AZERTY - Français",1999.0,macbook-pro-13-retina-debut-2015-core-i5-29-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-94/302601.html,1064758,Apple,12.0,"13,3",256,8,MacBook Pro,"2,9",Intel Core i5,SSD,Début 2015,AZERTY - Français,"MacBook Pro 13"" Retina (Début 2015) - Core i5 2,9 GHz - SSD 256 Go - 8 Go AZERTY - Français"
383053,889.0,1,20,12,macbook-air-13-mi-2017-core-i5-18-ghz-hdd-128-go-8-go-azerty-francais-pas-cher/383053.html#?l=1,1,Très bon état,"MacBook air   13""   (Mi-2017) - Core i5 1,8 GHz  - HDD 128 Go - 8 Go AZERTY - Français",1300.0,macbook-air-13-mi-2017-core-i5-18-ghz-hdd-128-go-8-go-azerty-francais-pas-cher/boutique-2905/383053.html,1347576,Apple,12.0,"13,3",128,8,MacBook air,"1,8",Intel Core i5,SSD,Mi-2017,AZERTY - Français,"MacBook air   13""   (Mi-2017) - Core i5 1,8 GHz  - HDD 128 Go - 8 Go AZERTY - Français"
121398,899.0,1,20,12,macbook-12-retina-debut-2015-core-m-12-ghz-ssd-512-go-8-go-azerty-francais-pas-cher/121398.html#?l=2,2,Bon état,"MacBook   12"" Retina (Début 2015) - Core m 1,2 GHz  - SSD 512 Go - 8 Go AZERTY - Français",2299.0,macbook-12-retina-debut-2015-core-m-12-ghz-ssd-512-go-8-go-azerty-francais-pas-cher/boutique-2905/121398.html,690850,Apple,12.0,12,512,8,MacBook,"1,2",Intel Core M,SSD,Début 2015,AZERTY - Français,"MacBook   12"" Retina (Début 2015) - Core m 1,2 GHz  - SSD 512 Go - 8 Go AZERTY - Français"
44949,1019.0,1,20,12,macbook-pro-15-retina-mi-2015-core-i7-22-ghz-ssd-256-go-16-go-qwerty-anglais-us-pas-cher/44949.html#?l=2,2,Bon état,"MacBook Pro 15"" Retina (Mi-2015) - Core i7 2,2 GHz - SSD 256 Go - 16 Go QWERTY - Anglais (US)",2750.0,macbook-pro-15-retina-mi-2015-core-i7-22-ghz-ssd-256-go-16-go-qwerty-anglais-us-pas-cher/boutique-2753/44949.html,1372265,Apple,12.0,"15,4",256,16,MacBook Pro,"2,2",Intel Core i7,SSD,Mi-2015,QWERTY - Anglais (US),"MacBook Pro 15"" Retina (Mi-2015) - Core i7 2,2 GHz - SSD 256 Go - 16 Go QWERTY - Anglais (US)"
23145,1100.0,3,20,12,macbook-pro-13-retina-debut-2015-core-i5-27-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/23145.html#?l=1,1,Très bon état,"MacBook Pro 13"" Retina (Début 2015) - Core i5 2,7 GHz - SSD 512 Go - 16 Go AZERTY - Français",2169.0,macbook-pro-13-retina-debut-2015-core-i5-27-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/boutique-5211/23145.html,1252946,Apple,12.0,"13,3",512,16,MacBook Pro,"2,7",Intel Core i5,SSD,Début 2015,AZERTY - Français,"MacBook Pro 13"" Retina (Début 2015) - Core i5 2,7 GHz - SSD 512 Go - 16 Go AZERTY - Français"
3990,1190.0,2,20,12,macbook-pro-15-retina-mi-2014-core-i7-22-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/3990.html#?l=4,4,Stallone,"MacBook Pro 15"" Retina (Mi-2014) - Core i7 2,2 GHz - SSD 512 Go - 16 Go AZERTY - Français",2599.0,macbook-pro-15-retina-mi-2014-core-i7-22-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/boutique-1398/3990.html,315677,Apple,12.0,"15,4",512,16,MacBook Pro,"2,2",Intel Core i7,SSD,Mi-2014,AZERTY - Français,"MacBook Pro 15"" Retina (Mi-2014) - Core i7 2,2 GHz - SSD 512 Go - 16 Go AZERTY - Français"
412808,1195.0,1,20,12,lenovo-thinkpad-p50-15-core-i7-27-ghz-ssd-1000-go-32-go-azerty-francais-pas-cher/412808.html#?l=3,3,État correct,"Lenovo ThinkPad P50 15"" Core i7 2,7 GHz - SSD 1000 Go - 32 Go AZERTY - Français",1850.0,lenovo-thinkpad-p50-15-core-i7-27-ghz-ssd-1000-go-32-go-azerty-francais-pas-cher/boutique-617/412808.html,1280356,Lenovo,12.0,"15,6",1000,32,ThinkPad P50,"2,7",Intel Core i7,SSD,2016,AZERTY - Français,"Lenovo ThinkPad P50 15"" Core i7 2,7 GHz - SSD 1000 Go - 32 Go AZERTY - Français"
254071,1575.0,1,20,12,macbook-pro-touch-bar-13-retina-fin-2016-core-i7-33-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/254071.html#?l=3,3,État correct,"MacBook Pro Touch Bar 13"" Retina (Fin 2016) - Core i7 3,3 GHz - SSD 256 Go - 16 Go AZERTY - Français",2599.0,macbook-pro-touch-bar-13-retina-fin-2016-core-i7-33-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/boutique-4953/254071.html,1090609,Apple,12.0,"13,3",256,16,MacBook Pro,"3,3",Intel Core i7,SSD,Fin 2016,AZERTY - Français,"MacBook Pro Touch Bar 13"" Retina (Fin 2016) - Core i7 3,3 GHz - SSD 256 Go - 16 Go AZERTY - Français"
211811,2023.0,1,20,12,macbook-pro-touch-bar-15-retina-mi-2018-core-i7-22-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/211811.html#?l=3,3,État correct,"MacBook Pro Touch Bar 15"" Retina (Mi-2018) - Core i7 2,2 GHz - SSD 256 Go - 16 Go AZERTY - Français",2799.0,macbook-pro-touch-bar-15-retina-mi-2018-core-i7-22-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/boutique-2492/211811.html,644508,Apple,12.0,"15,4",256,16,MacBook Pro,"2,2",Intel Core i7,SSD,Mi-2018,AZERTY - Français,"MacBook Pro Touch Bar 15"" Retina (Mi-2018) - Core i7 2,2 GHz - SSD 256 Go - 16 Go AZERTY - Français"
93381,2049.0,20,20,12,macbook-pro-touch-bar-15-retina-mi-2017-core-i7-28-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/93381.html#?l=4,4,Stallone,"MacBook Pro Touch Bar 15"" Retina (Mi-2017) - Core i7 2,8 GHz - SSD 512 Go - 16 Go AZERTY - Français",3039.0,macbook-pro-touch-bar-15-retina-mi-2017-core-i7-28-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/boutique-604/93381.html,897208,Apple,12.0,"15,4",512,16,MacBook Pro,"2,8",Intel Core i7,SSD,Mi-2017,AZERTY - Français,"MacBook Pro Touch Bar 15"" Retina (Mi-2017) - Core i7 2,8 GHz - SSD 512 Go - 16 Go AZERTY - Français"
329663,179.0,98,20,12,dell-optiplex-3020-mt-core-i5-3-ghz-hdd-500-go-ram-8-go-pas-cher/329663.html#?l=4,4,Stallone,Dell OptiPlex 3020 MT Core i5 3 GHz - HDD 500 Go RAM 8 Go,190.0,dell-optiplex-3020-mt-core-i5-3-ghz-hdd-500-go-ram-8-go-pas-cher/boutique-26/329663.html,1063348,,,,,,,,,,,,Dell OptiPlex 3020 MT Core i5 3 GHz - HDD 500 Go RAM 8 Go
34543,189.0,93,20,12,dell-optiplex-790-mt-core-i5-32-ghz-hdd-480-go-ram-8-go-pas-cher/34543.html#?l=4,4,Stallone,"Dell Optiplex 790 MT Core I5 3,2 GHz - HDD 480 Go RAM 8 Go",1050.0,dell-optiplex-790-mt-core-i5-32-ghz-hdd-480-go-ram-8-go-pas-cher/boutique-26/34543.html,1215845,,,,,,,,,,,,"Dell Optiplex 790 MT Core I5 3,2 GHz - HDD 480 Go RAM 8 Go"
339474,219.99,10,20,12,lenovo-thinkpad-yoga-11e-11-celeron-n-183-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/339474.html#?l=3,3,État correct,"Lenovo ThinkPad Yoga 11e 11"" Celeron N 1,83 GHz  - SSD 128 Go - 4 Go AZERTY - Francais",268.0,lenovo-thinkpad-yoga-11e-11-celeron-n-183-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/boutique-617/339474.html,988076,Lenovo,12.0,"11,6",128,4,ThinkPad Yoga 11e,"1,83",Intel Celeron,SSD,Marzo 2015,AZERTY - Francais,"Lenovo ThinkPad Yoga 11e 11"" Celeron N 1,83 GHz  - SSD 128 Go - 4 Go AZERTY - Francais"
180466,269.9,1,20,12,dell-optiplex-3020-sff-core-i5-4590-33-ghz-hdd-500-go-ram-8-go-pas-cher/180466.html#?l=1,1,Très bon état,"Dell Optiplex 3020 SFF Core i5-4590 3,3 GHz - HDD 500 Go RAM 8 Go",799.0,dell-optiplex-3020-sff-core-i5-4590-33-ghz-hdd-500-go-ram-8-go-pas-cher/boutique-2359/180466.html,1236074,,,,,,,,,,,,"Dell Optiplex 3020 SFF Core i5-4590 3,3 GHz - HDD 500 Go RAM 8 Go"
38890,273.0,100,20,12,dell-optiplex-3020-core-i5-4570-32-ghz-hdd-500-go-ram-8-go-pas-cher/38890.html#?l=4,4,Stallone,"Dell Optiplex 3020 Core i5-4570 3,2 GHz - HDD 500 Go RAM 8 Go",705.0,dell-optiplex-3020-core-i5-4570-32-ghz-hdd-500-go-ram-8-go-pas-cher/boutique-26/38890.html,1135882,,,,,,,,,,,,"Dell Optiplex 3020 Core i5-4570 3,2 GHz - HDD 500 Go RAM 8 Go"
256730,313.0,66,20,12,lenovo-thinkcentre-m92p-24-core-i5-32-ghz-ssd-240-go-16-go-azerty-pas-cher/256730.html#?l=4,4,Stallone,"Lenovo ThinkCentre M92p 24"" Core i5 3,2 GHz - SSD 240 Go - 16 Go AZERTY",508.0,lenovo-thinkcentre-m92p-24-core-i5-32-ghz-ssd-240-go-16-go-azerty-pas-cher/boutique-26/256730.html,954202,Lenovo,12.0,24,240,16,Lenovo ThinkCentre M92p,"3,2",Intel Core i5,SSD,,,"Lenovo ThinkCentre M92p 24"" Core i5 3,2 GHz - SSD 240 Go - 16 Go AZERTY"
278053,399.0,79,20,12,dell-optiplex-7010-dt-22-core-i5-31-ghz-ssd-480-go-16-go-pas-cher/278053.html#?l=4,4,Stallone,"Dell Optiplex 7010 DT 22"" Core i5 3,1 GHz  - SSD 480 Go - 16 Go ",809.0,dell-optiplex-7010-dt-22-core-i5-31-ghz-ssd-480-go-16-go-pas-cher/boutique-26/278053.html,959871,Dell,12.0,22,480,16,Optiplex 7010 DT,"3,1",Intel Core i5,SSD,,,"Dell Optiplex 7010 DT 22"" Core i5 3,1 GHz  - SSD 480 Go - 16 Go "
27311,423.0,10,20,12,macbook-pro-13-fin-2011-core-i5-24-ghz-hdd-500-go-4-go-azerty-francais-pas-cher/27311.html#?l=3,3,État correct,"MacBook Pro 13"" (Fin 2011) - Core i5 2,4 GHz - HDD 500 Go - 4 Go AZERTY - Français",872.9,macbook-pro-13-fin-2011-core-i5-24-ghz-hdd-500-go-4-go-azerty-francais-pas-cher/boutique-4/27311.html,735997,Apple,12.0,"13,3",500,4,MacBook Pro,"2,4",Intel Core i5,HDD,Fin 2011,AZERTY - Français,"MacBook Pro 13"" (Fin 2011) - Core i5 2,4 GHz - HDD 500 Go - 4 Go AZERTY - Français"
382497,450.0,13,20,12,dell-latitude-e5450-14-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/382497.html#?l=3,3,État correct,"Dell Latitude E5450 14"" Core i5 2,3 GHz  - SSD 256 Go - 8 Go AZERTY - Français",610.0,dell-latitude-e5450-14-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-77/382497.html,1241378,Dell,12.0,14,256,8,Latitude E5450,"2,3",Intel Core i5,SSD,Novembre 2014,AZERTY - Français,"Dell Latitude E5450 14"" Core i5 2,3 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
261852,470.0,1,20,12,lenovo-t540p-15-core-i5-26-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/261852.html#?l=3,3,État correct,"Lenovo T540P 15"" Core i5 2,6 GHz  - SSD 256 Go - 8 Go AZERTY - Français",1200.0,lenovo-t540p-15-core-i5-26-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-140/261852.html,1270967,Lenovo,12.0,15,256,8,T540P,"2,6",Intel Core i5,SSD,2015,AZERTY - Français,"Lenovo T540P 15"" Core i5 2,6 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
15754,487.0,1,20,12,microsoft-surface-pro-3-12-core-i5-19-ghz-ssd-128-go-4-go-pas-cher/15754.html#?l=3,3,État correct,"Microsoft Surface Pro 3 12"" Core i5 1,9 GHz  - SSD 128 Go - 4 Go ",1099.0,microsoft-surface-pro-3-12-core-i5-19-ghz-ssd-128-go-4-go-pas-cher/boutique-3129/15754.html,1345559,Microsoft,12.0,12,128,4,Surface Pro 3,"1,9",Intel Core i5,SSD,,,"Microsoft Surface Pro 3 12"" Core i5 1,9 GHz  - SSD 128 Go - 4 Go "
44316,511.0,2,20,12,imac-21-mai-2011-core-i5-25-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/44316.html#?l=3,3,État correct,"iMac 21""   (Mai 2011) Core i5 2,5 GHz  - HDD 500 Go - 8 Go AZERTY - Français",999.0,imac-21-mai-2011-core-i5-25-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/boutique-3133/44316.html,724592,Apple,12.0,"21,5",500,8,iMac,"2,5",Intel Core i5,HDD,Mai 2011,AZERTY - Français,"iMac 21""   (Mai 2011) Core i5 2,5 GHz  - HDD 500 Go - 8 Go AZERTY - Français"
391296,514.0,20,20,12,hp-compaq-elite-8300-sff-core-i7-34-ghz-ssd-240-go-ram-32-go-pas-cher/391296.html#?l=0,0,Comme neuf,"Hp Compaq Elite 8300 SFF Core i7 3,4 GHz - SSD 240 Go RAM 32 Go",575.0,hp-compaq-elite-8300-sff-core-i7-34-ghz-ssd-240-go-ram-32-go-pas-cher/boutique-5515/391296.html,1172431,,,,,,,,,,,,"Hp Compaq Elite 8300 SFF Core i7 3,4 GHz - SSD 240 Go RAM 32 Go"
399101,539.0,2,20,12,lenovo-thinkpad-x270-12-core-i3-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/399101.html#?l=1,1,Très bon état,"Lenovo ThinkPad X270 12"" Core i3 2,3 GHz - SSD 256 Go - 8 Go AZERTY - Français",650.0,lenovo-thinkpad-x270-12-core-i3-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-6549/399101.html,1364416,Lenovo,12.0,"12,5",256,8,ThinkPad X270,"2,3",Intel Core i3,SSD,2017,AZERTY - Français,"Lenovo ThinkPad X270 12"" Core i3 2,3 GHz - SSD 256 Go - 8 Go AZERTY - Français"
403873,545.0,3,20,12,microsoft-surface-pro-3-12-core-i7-17-ghz-ssd-256-go-8-go-pas-cher/403873.html#?l=3,3,État correct,"Microsoft Surface Pro 3 12"" Core i7 1,7 GHz - SSD 256 Go - 8 Go",1524.0,microsoft-surface-pro-3-12-core-i7-17-ghz-ssd-256-go-8-go-pas-cher/boutique-4964/403873.html,1239847,Microsoft,12.0,12,256,8,Surface Pro 3,"1,7",Intel Core i7,SSD,2014,,"Microsoft Surface Pro 3 12"" Core i7 1,7 GHz - SSD 256 Go - 8 Go"
128113,581.0,80,20,12,macbook-air-13-debut-2015-core-i5-16-ghz-ssd-128-go-4-go-qwerty-anglais-us-pas-cher/128113.html#?l=4,4,Stallone,"MacBook Air   13""   (Début 2015) - Core i5 1,6 GHz  - SSD 128 Go - 4 Go QWERTY - Anglais (US)",1099.0,macbook-air-13-debut-2015-core-i5-16-ghz-ssd-128-go-4-go-qwerty-anglais-us-pas-cher/boutique-94/128113.html,791428,Apple,12.0,"13,3",128,4,MacBook Air,"1,6",Intel Core i5,SSD,Début 2015,QWERTY - Anglais (US),"MacBook Air   13""   (Début 2015) - Core i5 1,6 GHz  - SSD 128 Go - 4 Go QWERTY - Anglais (US)"
104062,619.0,20,20,12,macbook-pro-13-debut-2011-core-i7-27-ghz-hdd-500-go-16-go-azerty-francais-pas-cher/104062.html#?l=3,3,État correct,"MacBook Pro 13"" (Début 2011) - Core i7 2,7 GHz - HDD 500 Go - 16 Go AZERTY - Français",1499.0,macbook-pro-13-debut-2011-core-i7-27-ghz-hdd-500-go-16-go-azerty-francais-pas-cher/boutique-604/104062.html,747951,Apple,12.0,"13,3",500,16,MacBook Pro,"2,7",Intel Core i7,HDD,Début 2011,AZERTY - Français,"MacBook Pro 13"" (Début 2011) - Core i7 2,7 GHz - HDD 500 Go - 16 Go AZERTY - Français"
216215,619.0,20,20,12,macbook-pro-15-mi-2009-core-2-duo-266-ghz-hdd-320-go-8-go-azerty-francais-pas-cher/216215.html#?l=2,2,Bon état,"MacBook Pro 15"" (Mi-2009) - Core 2 Duo 2,66 GHz - HDD 320 Go - 8 Go AZERTY - Français",1450.0,macbook-pro-15-mi-2009-core-2-duo-266-ghz-hdd-320-go-8-go-azerty-francais-pas-cher/boutique-604/216215.html,776501,Apple,12.0,"15,4",320,8,MacBook Pro,"2,66",Intel Core 2 Duo,HDD,Mi-2009,AZERTY - Français,"MacBook Pro 15"" (Mi-2009) - Core 2 Duo 2,66 GHz - HDD 320 Go - 8 Go AZERTY - Français"
